sample,ftc,Breadth3d (mm),,Bin,Frequency,,,sample,ftc,Breadth3d (mm),,Bin,Frequency,
,,,,,,,,28-38-28,post,0.0242157,,,,
,,,,,,,,28-38-28,post,0.127389,,,,
,,,,,,,,28-38-28,post,0.0319276,,,,
,,,,,,,,28-38-28,post,0.113915,,,,
,,,,,,,,28-38-28,post,0.0487707,,,,
,,,,,,,,28-38-28,post,0.0704284,,,,
,,,,,,,,28-38-28,post,0.0776593,,,,
,,,,,,,,28-38-28,post,0.0799394,,,,
,,,,,,,,28-38-28,post,0.201836,,,,
,,,,,,,,28-38-28,post,0.247662,,,,
,,,,,,,,28-38-28,post,0.0658078,,,,
,,,,,,,,28-38-28,post,0.0335892,,,,
,,,,,,,,28-38-28,post,0.0482601,,,,
,,,,,,,,28-38-28,post,0.064408,,,,
,,,,,,,,28-38-28,post,0.123193,,,,
,,,,,,,,28-38-28,post,0.730085,,,,
,,,,,,,,28-38-28,post,0.0380081,,,,
,,,,,,,,28-38-28,post,0.0262752,,,,
,,,,,,,,28-38-28,post,0.0731072,,,,
,,,,,,,,28-38-28,post,0.0831793,,,,
,,,,,,,,28-38-28,post,0.0290481,,,,
,,,,,,,,28-38-28,post,0.322737,,,,
,,,,,,,,28-38-28,post,0.244449,,,,
,,,,,,,,28-38-28,post,0.0618908,,,,
,,,,,,,,28-38-28,post,0.0258866,,,,
,,,,,,,,28-38-28,post,0.23124,,,,
,,,,,,,,28-38-28,post,0.0262345,,,,
,,,,,,,,28-38-28,post,0.0249127,,,,
,,,,,,,,28-38-28,post,0.0861072,,,,
,,,,,,,,28-38-28,post,0.0605175,,,,
,,,,,,,,28-38-28,post,0.0268408,,,,
,,,,,,,,28-38-28,post,0.176682,,,,
,,,,,,,,28-38-28,post,0.168117,,,,
,,,,,,,,28-38-28,post,0.150502,,,,
,,,,,,,,28-38-28,post,0.0491952,,,,
,,,,,,,,28-38-28,post,0.0428057,,,,
,,,,,,,,28-38-28,post,0.0524008,,,,
,,,,,,,,28-38-28,post,0.101457,,,,
,,,,,,,,28-38-28,post,0.0816011,,,,
,,,,,,,,28-38-28,post,0.0949402,,,,
,,,,,,,,28-38-28,post,0.121635,,,,
,,,,,,,,28-38-28,post,0.0557031,,,,
,,,,,,,,28-38-28,post,0.0769719,,,,
,,,,,,,,28-38-28,post,0.0282382,,,,
,,,,,,,,28-38-28,post,0.043432,,,,
,,,,,,,,28-38-28,post,0.0538963,,,,
,,,,,,,,28-38-28,post,0.146204,,,,
,,,,,,,,28-38-28,post,0.0372554,,,,
,,,,,,,,28-38-28,post,0.148186,,,,
,,,,,,,,28-38-28,post,0.458218,,,,
,,,,,,,,28-38-28,post,0.0264964,,,,
,,,,,,,,28-38-28,post,0.0844784,,,,
,,,,,,,,28-38-28,post,0.0750661,,,,
,,,,,,,,28-38-28,post,0.0855715,,,,
,,,,,,,,28-38-28,post,0.0292148,,,,
,,,,,,,,28-38-28,post,0.0705735,,,,
,,,,,,,,28-38-28,post,0.159423,,,,
,,,,,,,,28-38-28,post,0.0774951,,,,
,,,,,,,,28-38-28,post,0.024913,,,,
,,,,,,,,28-38-28,post,0.0618917,,,,
,,,,,,,,28-38-28,post,0.0949518,,,,
,,,,,,,,28-38-28,post,0.0398804,,,,
,,,,,,,,28-38-28,post,0.0778186,,,,
,,,,,,,,28-38-28,post,0.129633,,,,
,,,,,,,,28-38-28,post,0.0249129,,,,
,,,,,,,,28-38-28,post,0.120625,,,,
,,,,,,,,28-38-28,post,0.0624563,,,,
,,,,,,,,28-38-28,post,0.0323117,,,,
,,,,,,,,28-38-28,post,0.0906759,,,,
,,,,,,,,28-38-28,post,0.0389175,,,,
,,,,,,,,28-38-28,post,0.0685356,,,,
,,,,,,,,28-38-28,post,0.0240805,,,,
,,,,,,,,28-38-28,post,0.0373734,,,,
,,,,,,,,28-38-28,post,0.0423916,,,,
,,,,,,,,28-38-28,post,0.0475129,,,,
,,,,,,,,28-38-28,post,0.0243905,,,,
,,,,,,,,28-38-28,post,0.0245814,,,,
,,,,,,,,28-38-28,post,0.0432785,,,,
,,,,,,,,28-38-28,post,0.0220152,,,,
,,,,,,,,28-38-28,post,0.0579815,,,,
,,,,,,,,28-38-28,post,0.0738299,,,,
,,,,,,,,28-38-28,post,0.102228,,,,
,,,,,,,,28-38-28,post,0.0722532,,,,
,,,,,,,,28-38-28,post,0.0695763,,,,
,,,,,,,,28-38-28,post,0.245601,,,,
,,,,,,,,28-38-28,post,0.0380715,,,,
,,,,,,,,28-38-28,post,0.0414191,,,,
,,,,,,,,28-38-28,post,0.0723286,,,,
,,,,,,,,28-38-28,post,0.036516,,,,
,,,,,,,,28-38-28,post,0.0287044,,,,
,,,,,,,,28-38-28,post,0.0292205,,,,
,,,,,,,,28-38-28,post,0.152147,,,,
,,,,,,,,28-38-28,post,0.0576076,,,,
,,,,,,,,28-38-28,post,0.0258394,,,,
,,,,,,,,28-38-28,post,0.0354725,,,,
,,,,,,,,28-38-28,post,0.0398121,,,,
,,,,,,,,28-38-28,post,0.160891,,,,
,,,,,,,,28-38-28,post,0.0791462,,,,
,,,,,,,,28-38-28,post,0.0527283,,,,
,,,,,,,,28-38-28,post,0.0362253,,,,
,,,,,,,,28-38-28,post,0.107333,,,,
,,,,,,,,28-38-28,post,0.317822,,,,
,,,,,,,,28-38-28,post,0.0543023,,,,
,,,,,,,,28-38-28,post,0.0974461,,,,
,,,,,,,,28-38-28,post,0.0913181,,,,
,,,,,,,,28-38-28,post,0.023678,,,,
,,,,,,,,28-38-28,post,0.0742097,,,,
,,,,,,,,28-38-28,post,0.0478765,,,,
,,,,,,,,28-38-28,post,0.110939,,,,
,,,,,,,,28-38-28,post,0.0348824,,,,
,,,,,,,,28-38-28,post,0.0574442,,,,
,,,,,,,,28-38-28,post,0.0389863,,,,
,,,,,,,,28-38-28,post,0.115998,,,,
,,,,,,,,28-38-28,post,0.0629115,,,,
,,,,,,,,28-38-28,post,0.101508,,,,
,,,,,,,,28-38-28,post,0.170531,,,,
,,,,,,,,28-38-28,post,0.0819376,,,,
,,,,,,,,28-38-28,post,0.0416855,,,,
,,,,,,,,28-38-28,post,0.0419137,,,,
,,,,,,,,28-38-28,post,0.0918812,,,,
,,,,,,,,28-38-28,post,0.0296011,,,,
,,,,,,,,28-38-28,post,0.103626,,,,
,,,,,,,,28-38-28,post,0.124541,,,,
,,,,,,,,28-38-28,post,0.117244,,,,
,,,,,,,,28-38-28,post,0.0616349,,,,
,,,,,,,,28-38-28,post,0.0279587,,,,
,,,,,,,,28-38-28,post,0.0353405,,,,
,,,,,,,,28-38-28,post,0.0241856,,,,
,,,,,,,,28-38-28,post,0.0392973,,,,
,,,,,,,,28-38-28,post,0.0604984,,,,
,,,,,,,,28-38-28,post,0.0851367,,,,
,,,,,,,,28-38-28,post,0.0944592,,,,
,,,,,,,,28-38-28,post,0.0277411,,,,
,,,,,,,,28-38-28,post,0.052735,,,,
,,,,,,,,28-38-28,post,0.18608,,,,
,,,,,,,,28-38-28,post,0.0415444,,,,
,,,,,,,,28-38-28,post,0.103183,,,,
,,,,,,,,28-38-28,post,0.0460099,,,,
,,,,,,,,28-38-28,post,0.0658699,,,,
,,,,,,,,28-38-28,post,0.0575153,,,,
,,,,,,,,28-38-28,post,0.0552936,,,,
,,,,,,,,28-38-28,post,0.0209882,,,,
,,,,,,,,28-38-28,post,0.0476872,,,,
,,,,,,,,28-38-28,post,0.0268408,,,,
