sample,ftc,Breadth3d (mm),,Bin,Frequency,,,sample,ftc,Breadth3d (mm),,Bin,Frequency,
28-38-12,pre,0.035144,,,,,,,,,,,,
28-38-12,pre,0.0270426,,,,,,,,,,,,
28-38-12,pre,0.666065,,,,,,,,,,,,
28-38-12,pre,0.0892407,,,,,,,,,,,,
28-38-12,pre,0.0354525,,,,,,,,,,,,
28-38-12,pre,0.0615419,,,,,,,,,,,,
28-38-12,pre,0.0488668,,,,,,,,,,,,
28-38-12,pre,0.0713574,,,,,,,,,,,,
28-38-12,pre,0.112933,,,,,,,,,,,,
28-38-12,pre,0.0388612,,,,,,,,,,,,
28-38-12,pre,0.0353967,,,,,,,,,,,,
28-38-12,pre,0.105224,,,,,,,,,,,,
28-38-12,pre,0.0970703,,,,,,,,,,,,
28-38-12,pre,0.103313,,,,,,,,,,,,
28-38-12,pre,0.0352692,,,,,,,,,,,,
28-38-12,pre,0.0568172,,,,,,,,,,,,
28-38-12,pre,0.0320706,,,,,,,,,,,,
28-38-12,pre,0.492233,,,,,,,,,,,,
28-38-12,pre,0.0323598,,,,,,,,,,,,
28-38-12,pre,0.0444677,,,,,,,,,,,,
28-38-12,pre,0.0927553,,,,,,,,,,,,
28-38-12,pre,0.0323117,,,,,,,,,,,,
28-38-12,pre,0.159885,,,,,,,,,,,,
28-38-12,pre,0.0427359,,,,,,,,,,,,
28-38-12,pre,0.0585248,,,,,,,,,,,,
28-38-12,pre,0.105833,,,,,,,,,,,,
28-38-12,pre,0.0469531,,,,,,,,,,,,
28-38-12,pre,0.247997,,,,,,,,,,,,
28-38-12,pre,0.245886,,,,,,,,,,,,
28-38-12,pre,0.0527092,,,,,,,,,,,,
28-38-12,pre,0.0805569,,,,,,,,,,,,
28-38-12,pre,0.0569879,,,,,,,,,,,,
28-38-12,pre,0.2618,,,,,,,,,,,,
28-38-12,pre,0.0679091,,,,,,,,,,,,
28-38-12,pre,0.0928772,,,,,,,,,,,,
28-38-12,pre,0.274664,,,,,,,,,,,,
28-38-12,pre,0.105897,,,,,,,,,,,,
28-38-12,pre,0.181377,,,,,,,,,,,,
28-38-12,pre,0.142467,,,,,,,,,,,,
28-38-12,pre,0.035223,,,,,,,,,,,,
28-38-12,pre,0.0295523,,,,,,,,,,,,
28-38-12,pre,0.0852012,,,,,,,,,,,,
28-38-12,pre,0.128471,,,,,,,,,,,,
28-38-12,pre,0.121767,,,,,,,,,,,,
28-38-12,pre,0.100842,,,,,,,,,,,,
28-38-12,pre,0.0856806,,,,,,,,,,,,
28-38-12,pre,0.125262,,,,,,,,,,,,
28-38-12,pre,0.243948,,,,,,,,,,,,
28-38-12,pre,0.186045,,,,,,,,,,,,
28-38-12,pre,0.096731,,,,,,,,,,,,
28-38-12,pre,0.0402482,,,,,,,,,,,,
28-38-12,pre,0.0611366,,,,,,,,,,,,
28-38-12,pre,0.0250691,,,,,,,,,,,,
