sample,ftc,Breadth3d (mm),,Bin,Frequency,,,sample,ftc,Breadth3d (mm),,Bin,Frequency,
41-50-16,pre,0.062316,,,,,,41-50-16,post,0.0459087,,,,
41-50-16,pre,0.040725,,,,,,41-50-16,post,0.0457621,,,,
41-50-16,pre,0.0242525,,,,,,41-50-16,post,0.055154,,,,
41-50-16,pre,0.022342,,,,,,41-50-16,post,0.042223,,,,
41-50-16,pre,0.0538875,,,,,,41-50-16,post,0.0416859,,,,
41-50-16,pre,0.0632281,,,,,,41-50-16,post,0.0509677,,,,
41-50-16,pre,0.0407934,,,,,,41-50-16,post,0.0668324,,,,
41-50-16,pre,0.0881409,,,,,,41-50-16,post,0.0626633,,,,
41-50-16,pre,0.0670281,,,,,,41-50-16,post,0.0528208,,,,
41-50-16,pre,0.208882,,,,,,41-50-16,post,0.0544055,,,,
41-50-16,pre,0.0201383,,,,,,41-50-16,post,0.0398518,,,,
41-50-16,pre,0.25034,,,,,,41-50-16,post,0.0679993,,,,
41-50-16,pre,0.131705,,,,,,41-50-16,post,0.0539214,,,,
41-50-16,pre,0.146836,,,,,,41-50-16,post,0.0463978,,,,
41-50-16,pre,0.0504023,,,,,,41-50-16,post,0.060424,,,,
41-50-16,pre,0.0333916,,,,,,41-50-16,post,0.0494733,,,,
41-50-16,pre,0.122041,,,,,,41-50-16,post,0.0612541,,,,
41-50-16,pre,0.0291447,,,,,,41-50-16,post,0.0447257,,,,
41-50-16,pre,0.0342591,,,,,,41-50-16,post,0.0629261,,,,
41-50-16,pre,0.0447628,,,,,,41-50-16,post,0.0527903,,,,
41-50-16,pre,0.0354013,,,,,,41-50-16,post,0.0563238,,,,
41-50-16,pre,0.0655222,,,,,,41-50-16,post,0.0647509,,,,
41-50-16,pre,0.294866,,,,,,41-50-16,post,0.0575498,,,,
41-50-16,pre,0.0758231,,,,,,41-50-16,post,0.0844904,,,,
41-50-16,pre,0.0653911,,,,,,41-50-16,post,0.0667978,,,,
41-50-16,pre,0.0668172,,,,,,41-50-16,post,0.0886926,,,,
41-50-16,pre,0.0298187,,,,,,41-50-16,post,0.0596353,,,,
41-50-16,pre,0.0354613,,,,,,41-50-16,post,0.0548307,,,,
41-50-16,pre,0.0718537,,,,,,41-50-16,post,0.0846053,,,,
41-50-16,pre,0.0490996,,,,,,41-50-16,post,0.0538811,,,,
41-50-16,pre,0.0230564,,,,,,41-50-16,post,0.06293,,,,
41-50-16,pre,0.0423253,,,,,,41-50-16,post,0.0759119,,,,
41-50-16,pre,0.206557,,,,,,41-50-16,post,0.104113,,,,
41-50-16,pre,0.024092,,,,,,41-50-16,post,0.0947223,,,,
41-50-16,pre,0.379202,,,,,,41-50-16,post,0.0997278,,,,
41-50-16,pre,0.0704804,,,,,,41-50-16,post,0.106808,,,,
41-50-16,pre,0.0654092,,,,,,41-50-16,post,0.0742197,,,,
41-50-16,pre,0.0514631,,,,,,41-50-16,post,0.0614108,,,,
41-50-16,pre,0.0486897,,,,,,41-50-16,post,0.100445,,,,
41-50-16,pre,0.0357515,,,,,,41-50-16,post,0.113598,,,,
41-50-16,pre,0.0736709,,,,,,41-50-16,post,0.139748,,,,
41-50-16,pre,0.0544622,,,,,,41-50-16,post,0.0687077,,,,
41-50-16,pre,0.145934,,,,,,41-50-16,post,0.0755817,,,,
41-50-16,pre,0.0811959,,,,,,41-50-16,post,0.0775898,,,,
41-50-16,pre,0.091295,,,,,,41-50-16,post,0.203749,,,,
41-50-16,pre,0.0681141,,,,,,41-50-16,post,0.106787,,,,
41-50-16,pre,0.0866839,,,,,,41-50-16,post,0.0947245,,,,
41-50-16,pre,0.0511427,,,,,,41-50-16,post,0.131581,,,,
41-50-16,pre,0.0689826,,,,,,41-50-16,post,0.161757,,,,
41-50-16,pre,0.0421661,,,,,,41-50-16,post,0.0971561,,,,
41-50-16,pre,0.0753821,,,,,,41-50-16,post,0.0917914,,,,
41-50-16,pre,0.0200793,,,,,,41-50-16,post,0.112429,,,,
41-50-16,pre,0.0425156,,,,,,41-50-16,post,0.128085,,,,
41-50-16,pre,0.0769683,,,,,,41-50-16,post,0.12671,,,,
41-50-16,pre,0.0783511,,,,,,41-50-16,post,0.217112,,,,
41-50-16,pre,0.468898,,,,,,41-50-16,post,0.208764,,,,
41-50-16,pre,0.0706672,,,,,,41-50-16,post,0.147642,,,,
41-50-16,pre,0.0908248,,,,,,41-50-16,post,0.200229,,,,
41-50-16,pre,0.141239,,,,,,41-50-16,post,0.202843,,,,
41-50-16,pre,0.044428,,,,,,41-50-16,post,0.266777,,,,
41-50-16,pre,0.0777852,,,,,,41-50-16,post,0.224753,,,,
41-50-16,pre,0.432369,,,,,,41-50-16,post,0.264645,,,,
41-50-16,pre,0.0619258,,,,,,41-50-16,post,0.322944,,,,
41-50-16,pre,0.0734944,,,,,,,,,,,,
41-50-16,pre,0.14447,,,,,,,,,,,,
41-50-16,pre,0.152328,,,,,,,,,,,,
41-50-16,pre,0.0795425,,,,,,,,,,,,
41-50-16,pre,0.0735086,,,,,,,,,,,,
41-50-16,pre,0.0176676,,,,,,,,,,,,
41-50-16,pre,0.648175,,,,,,,,,,,,
41-50-16,pre,0.0555202,,,,,,,,,,,,
41-50-16,pre,0.310735,,,,,,,,,,,,
41-50-16,pre,0.167485,,,,,,,,,,,,
41-50-16,pre,0.223279,,,,,,,,,,,,
41-50-16,pre,0.0756062,,,,,,,,,,,,
41-50-16,pre,0.0646097,,,,,,,,,,,,
41-50-16,pre,0.157669,,,,,,,,,,,,
41-50-16,pre,0.0787313,,,,,,,,,,,,
41-50-16,pre,0.0359989,,,,,,,,,,,,
41-50-16,pre,0.0424708,,,,,,,,,,,,
41-50-16,pre,0.361623,,,,,,,,,,,,
41-50-16,pre,0.0380751,,,,,,,,,,,,
41-50-16,pre,0.0271405,,,,,,,,,,,,
41-50-16,pre,0.0381122,,,,,,,,,,,,
41-50-16,pre,0.0276655,,,,,,,,,,,,
41-50-16,pre,0.13594,,,,,,,,,,,,
41-50-16,pre,0.0330983,,,,,,,,,,,,
41-50-16,pre,0.0254391,,,,,,,,,,,,
41-50-16,pre,0.0731131,,,,,,,,,,,,
41-50-16,pre,0.0866665,,,,,,,,,,,,
41-50-16,pre,0.027093,,,,,,,,,,,,
41-50-16,pre,0.0636851,,,,,,,,,,,,
41-50-16,pre,0.0389425,,,,,,,,,,,,
41-50-16,pre,0.0866056,,,,,,,,,,,,
41-50-16,pre,0.0487831,,,,,,,,,,,,
41-50-16,pre,0.028939,,,,,,,,,,,,
41-50-16,pre,0.0817542,,,,,,,,,,,,
41-50-16,pre,0.0276796,,,,,,,,,,,,
41-50-16,pre,0.0903855,,,,,,,,,,,,
41-50-16,pre,0.0434818,,,,,,,,,,,,
41-50-16,pre,0.0880383,,,,,,,,,,,,
41-50-16,pre,0.0470757,,,,,,,,,,,,
41-50-16,pre,0.0367318,,,,,,,,,,,,
41-50-16,pre,0.0580913,,,,,,,,,,,,
41-50-16,pre,0.0539756,,,,,,,,,,,,
41-50-16,pre,0.0672294,,,,,,,,,,,,
41-50-16,pre,0.0567276,,,,,,,,,,,,
41-50-16,pre,0.0458228,,,,,,,,,,,,
41-50-16,pre,0.0495952,,,,,,,,,,,,
41-50-16,pre,0.0341727,,,,,,,,,,,,
41-50-16,pre,0.0672003,,,,,,,,,,,,
41-50-16,pre,0.0505569,,,,,,,,,,,,
41-50-16,pre,0.0235299,,,,,,,,,,,,
41-50-16,pre,0.0309162,,,,,,,,,,,,
41-50-16,pre,0.0443173,,,,,,,,,,,,
41-50-16,pre,0.0606612,,,,,,,,,,,,
41-50-16,pre,0.107128,,,,,,,,,,,,
41-50-16,pre,0.0292706,,,,,,,,,,,,
41-50-16,pre,0.0778897,,,,,,,,,,,,
41-50-16,pre,0.0554919,,,,,,,,,,,,
41-50-16,pre,0.0250515,,,,,,,,,,,,
41-50-16,pre,0.0292505,,,,,,,,,,,,
41-50-16,pre,0.0380457,,,,,,,,,,,,
41-50-16,pre,0.0511126,,,,,,,,,,,,
41-50-16,pre,0.0249129,,,,,,,,,,,,
41-50-16,pre,0.0703652,,,,,,,,,,,,
41-50-16,pre,0.134572,,,,,,,,,,,,
41-50-16,pre,0.0586994,,,,,,,,,,,,
41-50-16,pre,0.0509341,,,,,,,,,,,,
41-50-16,pre,0.0482701,,,,,,,,,,,,
41-50-16,pre,0.160989,,,,,,,,,,,,
41-50-16,pre,0.0585244,,,,,,,,,,,,
41-50-16,pre,0.0551567,,,,,,,,,,,,
41-50-16,pre,0.0316459,,,,,,,,,,,,
41-50-16,pre,0.0417416,,,,,,,,,,,,
41-50-16,pre,0.0289373,,,,,,,,,,,,
41-50-16,pre,0.0328933,,,,,,,,,,,,
41-50-16,pre,0.0996864,,,,,,,,,,,,
41-50-16,pre,0.0357316,,,,,,,,,,,,
41-50-16,pre,0.0623666,,,,,,,,,,,,
41-50-16,pre,0.0386799,,,,,,,,,,,,
41-50-16,pre,0.0332358,,,,,,,,,,,,
41-50-16,pre,0.119032,,,,,,,,,,,,
41-50-16,pre,0.0408981,,,,,,,,,,,,
41-50-16,pre,0.0334514,,,,,,,,,,,,
41-50-16,pre,0.0980681,,,,,,,,,,,,
41-50-16,pre,0.0271936,,,,,,,,,,,,
41-50-16,pre,0.0277183,,,,,,,,,,,,
41-50-16,pre,0.0554757,,,,,,,,,,,,
41-50-16,pre,0.0526826,,,,,,,,,,,,
41-50-16,pre,0.0469226,,,,,,,,,,,,
41-50-16,pre,0.0332467,,,,,,,,,,,,
41-50-16,pre,0.19972,,,,,,,,,,,,
41-50-16,pre,0.0352974,,,,,,,,,,,,
41-50-16,pre,0.108027,,,,,,,,,,,,
41-50-16,pre,0.0321403,,,,,,,,,,,,
41-50-16,pre,0.045794,,,,,,,,,,,,
41-50-16,pre,0.0249107,,,,,,,,,,,,
41-50-16,pre,0.14598,,,,,,,,,,,,
41-50-16,pre,0.0396712,,,,,,,,,,,,
41-50-16,pre,0.0331866,,,,,,,,,,,,
41-50-16,pre,0.0391917,,,,,,,,,,,,
41-50-16,pre,0.0297313,,,,,,,,,,,,
41-50-16,pre,0.0552876,,,,,,,,,,,,
41-50-16,pre,0.0206386,,,,,,,,,,,,
41-50-16,pre,0.024211,,,,,,,,,,,,
41-50-16,pre,0.0953928,,,,,,,,,,,,
41-50-16,pre,0.0445445,,,,,,,,,,,,
41-50-16,pre,0.0323004,,,,,,,,,,,,
41-50-16,pre,0.121303,,,,,,,,,,,,
41-50-16,pre,0.144853,,,,,,,,,,,,
41-50-16,pre,0.042093,,,,,,,,,,,,
41-50-16,pre,0.0343855,,,,,,,,,,,,
41-50-16,pre,0.0512127,,,,,,,,,,,,
41-50-16,pre,0.0273726,,,,,,,,,,,,
41-50-16,pre,0.0323512,,,,,,,,,,,,
41-50-16,pre,0.0717831,,,,,,,,,,,,
41-50-16,pre,0.0267754,,,,,,,,,,,,
41-50-16,pre,0.258932,,,,,,,,,,,,
41-50-16,pre,0.0369007,,,,,,,,,,,,
41-50-16,pre,0.0857624,,,,,,,,,,,,
41-50-16,pre,0.293279,,,,,,,,,,,,
41-50-16,pre,0.0384918,,,,,,,,,,,,
41-50-16,pre,0.0550801,,,,,,,,,,,,
41-50-16,pre,0.0792982,,,,,,,,,,,,
41-50-16,pre,0.0450061,,,,,,,,,,,,
41-50-16,pre,0.0982083,,,,,,,,,,,,
41-50-16,pre,0.0522489,,,,,,,,,,,,
41-50-16,pre,0.0304706,,,,,,,,,,,,
41-50-16,pre,0.0490498,,,,,,,,,,,,
41-50-16,pre,0.0350172,,,,,,,,,,,,
41-50-16,pre,0.0351226,,,,,,,,,,,,
41-50-16,pre,0.19129,,,,,,,,,,,,
41-50-16,pre,0.0309579,,,,,,,,,,,,
41-50-16,pre,0.0283866,,,,,,,,,,,,
41-50-16,pre,0.0276442,,,,,,,,,,,,
41-50-16,pre,0.0337733,,,,,,,,,,,,
41-50-16,pre,0.0577854,,,,,,,,,,,,
41-50-16,pre,0.0341331,,,,,,,,,,,,
41-50-16,pre,0.0269531,,,,,,,,,,,,
41-50-16,pre,0.0293532,,,,,,,,,,,,
41-50-16,pre,0.032278,,,,,,,,,,,,
41-50-16,pre,0.0995426,,,,,,,,,,,,
41-50-16,pre,0.057826,,,,,,,,,,,,
41-50-16,pre,0.028046,,,,,,,,,,,,
41-50-16,pre,0.249226,,,,,,,,,,,,
41-50-16,pre,0.0332592,,,,,,,,,,,,
41-50-16,pre,0.0268408,,,,,,,,,,,,
41-50-16,pre,0.0380452,,,,,,,,,,,,
41-50-16,pre,0.0600148,,,,,,,,,,,,
41-50-16,pre,0.0241856,,,,,,,,,,,,
41-50-16,pre,0.0812634,,,,,,,,,,,,
41-50-16,pre,0.0432283,,,,,,,,,,,,
41-50-16,pre,0.0922171,,,,,,,,,,,,
41-50-16,pre,0.0856567,,,,,,,,,,,,
41-50-16,pre,0.110843,,,,,,,,,,,,
41-50-16,pre,0.0700113,,,,,,,,,,,,
41-50-16,pre,0.0301647,,,,,,,,,,,,
41-50-16,pre,0.0323512,,,,,,,,,,,,
41-50-16,pre,0.0464323,,,,,,,,,,,,
41-50-16,pre,0.0355846,,,,,,,,,,,,
41-50-16,pre,0.132337,,,,,,,,,,,,
41-50-16,pre,0.0552216,,,,,,,,,,,,
41-50-16,pre,0.0312975,,,,,,,,,,,,
41-50-16,pre,0.0580873,,,,,,,,,,,,
41-50-16,pre,0.0560963,,,,,,,,,,,,
41-50-16,pre,0.0949478,,,,,,,,,,,,
41-50-16,pre,0.0249037,,,,,,,,,,,,
41-50-16,pre,0.104766,,,,,,,,,,,,
41-50-16,pre,0.0937992,,,,,,,,,,,,
41-50-16,pre,0.0270345,,,,,,,,,,,,
41-50-16,pre,0.051082,,,,,,,,,,,,
41-50-16,pre,0.215408,,,,,,,,,,,,
41-50-16,pre,0.0575468,,,,,,,,,,,,
41-50-16,pre,0.088659,,,,,,,,,,,,
41-50-16,pre,0.0270934,,,,,,,,,,,,
41-50-16,pre,0.0508739,,,,,,,,,,,,
41-50-16,pre,0.181362,,,,,,,,,,,,
41-50-16,pre,0.0523319,,,,,,,,,,,,
41-50-16,pre,0.0588814,,,,,,,,,,,,
41-50-16,pre,0.0638675,,,,,,,,,,,,
41-50-16,pre,0.15449,,,,,,,,,,,,
41-50-16,pre,0.0337283,,,,,,,,,,,,
41-50-16,pre,0.037074,,,,,,,,,,,,
41-50-16,pre,0.0624425,,,,,,,,,,,,
41-50-16,pre,0.0503826,,,,,,,,,,,,
41-50-16,pre,0.147847,,,,,,,,,,,,
41-50-16,pre,0.152874,,,,,,,,,,,,
41-50-16,pre,0.0544712,,,,,,,,,,,,
41-50-16,pre,0.104801,,,,,,,,,,,,
41-50-16,pre,0.0490859,,,,,,,,,,,,
41-50-16,pre,0.0407772,,,,,,,,,,,,
41-50-16,pre,0.130425,,,,,,,,,,,,
41-50-16,pre,0.0478196,,,,,,,,,,,,
41-50-16,pre,0.046593,,,,,,,,,,,,
41-50-16,pre,0.0470268,,,,,,,,,,,,
41-50-16,pre,0.264823,,,,,,,,,,,,
41-50-16,pre,0.181365,,,,,,,,,,,,
41-50-16,pre,0.247492,,,,,,,,,,,,
41-50-16,pre,0.0521374,,,,,,,,,,,,
41-50-16,pre,0.0778719,,,,,,,,,,,,
41-50-16,pre,0.0685709,,,,,,,,,,,,
41-50-16,pre,0.105482,,,,,,,,,,,,
41-50-16,pre,0.0311173,,,,,,,,,,,,
41-50-16,pre,0.125207,,,,,,,,,,,,
41-50-16,pre,0.0512809,,,,,,,,,,,,
41-50-16,pre,0.0283917,,,,,,,,,,,,
41-50-16,pre,0.0389665,,,,,,,,,,,,
41-50-16,pre,0.154485,,,,,,,,,,,,
41-50-16,pre,0.0402834,,,,,,,,,,,,
41-50-16,pre,0.0371129,,,,,,,,,,,,
41-50-16,pre,0.0472636,,,,,,,,,,,,
41-50-16,pre,0.0684762,,,,,,,,,,,,
41-50-16,pre,0.0363767,,,,,,,,,,,,
41-50-16,pre,0.0931863,,,,,,,,,,,,
41-50-16,pre,0.0445268,,,,,,,,,,,,
41-50-16,pre,0.0197231,,,,,,,,,,,,
41-50-16,pre,0.0417023,,,,,,,,,,,,
41-50-16,pre,0.10408,,,,,,,,,,,,
41-50-16,pre,0.0502227,,,,,,,,,,,,
41-50-16,pre,0.0794949,,,,,,,,,,,,
41-50-16,pre,0.0615083,,,,,,,,,,,,
41-50-16,pre,0.256361,,,,,,,,,,,,
41-50-16,pre,0.0333923,,,,,,,,,,,,
41-50-16,pre,0.0333925,,,,,,,,,,,,
41-50-16,pre,0.0661722,,,,,,,,,,,,
41-50-16,pre,0.0730779,,,,,,,,,,,,
41-50-16,pre,0.0426947,,,,,,,,,,,,
41-50-16,pre,0.0190026,,,,,,,,,,,,
41-50-16,pre,0.13785,,,,,,,,,,,,
41-50-16,pre,0.0428062,,,,,,,,,,,,
41-50-16,pre,0.0437243,,,,,,,,,,,,
41-50-16,pre,0.0730887,,,,,,,,,,,,
41-50-16,pre,0.0938499,,,,,,,,,,,,
41-50-16,pre,0.0392182,,,,,,,,,,,,
41-50-16,pre,0.0672515,,,,,,,,,,,,
41-50-16,pre,0.0260579,,,,,,,,,,,,
41-50-16,pre,0.0729392,,,,,,,,,,,,
41-50-16,pre,0.161171,,,,,,,,,,,,
41-50-16,pre,0.0638394,,,,,,,,,,,,
41-50-16,pre,0.103405,,,,,,,,,,,,
41-50-16,pre,0.0576192,,,,,,,,,,,,
41-50-16,pre,0.0399604,,,,,,,,,,,,
41-50-16,pre,0.0523303,,,,,,,,,,,,
41-50-16,pre,0.0637411,,,,,,,,,,,,
41-50-16,pre,0.0293008,,,,,,,,,,,,
41-50-16,pre,0.0421884,,,,,,,,,,,,
41-50-16,pre,0.0406306,,,,,,,,,,,,
41-50-16,pre,0.0353712,,,,,,,,,,,,
41-50-16,pre,0.024305,,,,,,,,,,,,
41-50-16,pre,0.0427403,,,,,,,,,,,,
41-50-16,pre,0.172098,,,,,,,,,,,,
41-50-16,pre,0.0924641,,,,,,,,,,,,
41-50-16,pre,0.0755256,,,,,,,,,,,,
41-50-16,pre,0.0525009,,,,,,,,,,,,
41-50-16,pre,0.186528,,,,,,,,,,,,
41-50-16,pre,0.0290481,,,,,,,,,,,,
41-50-16,pre,0.0648851,,,,,,,,,,,,
41-50-16,pre,0.139609,,,,,,,,,,,,
41-50-16,pre,0.17318,,,,,,,,,,,,
41-50-16,pre,0.0403404,,,,,,,,,,,,
41-50-16,pre,0.0721637,,,,,,,,,,,,
41-50-16,pre,0.0290481,,,,,,,,,,,,
41-50-16,pre,0.148723,,,,,,,,,,,,
41-50-16,pre,0.106054,,,,,,,,,,,,
41-50-16,pre,0.03977,,,,,,,,,,,,
41-50-16,pre,0.0304314,,,,,,,,,,,,
41-50-16,pre,0.22704,,,,,,,,,,,,
41-50-16,pre,0.141994,,,,,,,,,,,,
41-50-16,pre,0.0453074,,,,,,,,,,,,
41-50-16,pre,0.024092,,,,,,,,,,,,
41-50-16,pre,0.0811245,,,,,,,,,,,,
41-50-16,pre,0.0690043,,,,,,,,,,,,
41-50-16,pre,0.0948639,,,,,,,,,,,,
41-50-16,pre,0.0509351,,,,,,,,,,,,
41-50-16,pre,0.0275364,,,,,,,,,,,,
41-50-16,pre,0.0255276,,,,,,,,,,,,
41-50-16,pre,0.06262,,,,,,,,,,,,
41-50-16,pre,0.0329477,,,,,,,,,,,,
41-50-16,pre,0.0293527,,,,,,,,,,,,
41-50-16,pre,0.0267575,,,,,,,,,,,,
41-50-16,pre,0.0391117,,,,,,,,,,,,
41-50-16,pre,0.0353788,,,,,,,,,,,,
41-50-16,pre,0.195168,,,,,,,,,,,,
41-50-16,pre,0.102618,,,,,,,,,,,,
41-50-16,pre,0.0330427,,,,,,,,,,,,
41-50-16,pre,0.0268044,,,,,,,,,,,,
41-50-16,pre,0.272165,,,,,,,,,,,,
41-50-16,pre,0.10712,,,,,,,,,,,,
41-50-16,pre,0.122246,,,,,,,,,,,,
41-50-16,pre,0.180297,,,,,,,,,,,,
41-50-16,pre,0.0292948,,,,,,,,,,,,
41-50-16,pre,0.0289373,,,,,,,,,,,,
41-50-16,pre,0.029967,,,,,,,,,,,,
41-50-16,pre,0.0485133,,,,,,,,,,,,
41-50-16,pre,0.0854026,,,,,,,,,,,,
41-50-16,pre,0.205969,,,,,,,,,,,,
41-50-16,pre,0.107586,,,,,,,,,,,,
41-50-16,pre,0.0603564,,,,,,,,,,,,
41-50-16,pre,0.0445392,,,,,,,,,,,,
41-50-16,pre,0.122348,,,,,,,,,,,,
41-50-16,pre,0.0314526,,,,,,,,,,,,
41-50-16,pre,0.0784391,,,,,,,,,,,,
41-50-16,pre,0.0355885,,,,,,,,,,,,
41-50-16,pre,0.0217826,,,,,,,,,,,,
41-50-16,pre,0.139812,,,,,,,,,,,,
41-50-16,pre,0.029374,,,,,,,,,,,,
41-50-16,pre,0.0673333,,,,,,,,,,,,
41-50-16,pre,0.0626865,,,,,,,,,,,,
41-50-16,pre,0.0884807,,,,,,,,,,,,
41-50-16,pre,0.0262634,,,,,,,,,,,,
41-50-16,pre,0.0802111,,,,,,,,,,,,
41-50-16,pre,0.116582,,,,,,,,,,,,
41-50-16,pre,0.0273986,,,,,,,,,,,,
41-50-16,pre,0.0624411,,,,,,,,,,,,
41-50-16,pre,0.0267417,,,,,,,,,,,,
41-50-16,pre,0.0354496,,,,,,,,,,,,
41-50-16,pre,0.0885466,,,,,,,,,,,,
41-50-16,pre,0.0827051,,,,,,,,,,,,
41-50-16,pre,0.0978854,,,,,,,,,,,,
41-50-16,pre,0.13173,,,,,,,,,,,,
41-50-16,pre,0.0768861,,,,,,,,,,,,
41-50-16,pre,0.222107,,,,,,,,,,,,
41-50-16,pre,0.085976,,,,,,,,,,,,
41-50-16,pre,0.0531658,,,,,,,,,,,,
41-50-16,pre,0.0404704,,,,,,,,,,,,
41-50-16,pre,0.0379633,,,,,,,,,,,,
41-50-16,pre,0.041142,,,,,,,,,,,,
