site,sample,trmt,breadth_mm3,Pc
tool,41_50_16,before,0.0674228,-0.048043593
tool,28_38_12,after,0.0673676,-0.048040408
tool,40_50_16,before,0.0673621,-0.04804009
tool,41_50_16,before,0.0673333,-0.048038429
tool,28_38_28,before,0.0673161,-0.048037437
tool,40_50_28,before,0.0673147,-0.048037356
tool,41_50_16,before,0.0672599,-0.048034195
tool,41_50_16,before,0.0672515,-0.04803371
tool,41_50_16,before,0.0672294,-0.048032435
tool,41_50_16,before,0.0672003,-0.048030757
tool,40_50_28,after,0.0671676,-0.048028871
tool,41_50_16,before,0.0671536,-0.048028064
tool,41_50_16,before,0.0670281,-0.048020828
tool,41_50_28,before,0.0669385,-0.048015663
tool,41_50_16,before,0.066906,-0.04801379
tool,28_38_12,after,0.0668393,-0.048009946
tool,28_38_28,after,0.0668355,-0.048009727
tool,41_50_16,after,0.0668324,-0.048009548
tool,41_50_16,before,0.0668172,-0.048008672
tool,41_50_16,after,0.0667978,-0.048007554
tool,28_38_12,before,0.0667315,-0.048003735
tool,41_50_16,before,0.0666916,-0.048001436
tool,41_50_16,before,0.0666788,-0.048000699
tool,40_50_16,before,0.0664188,-0.047985727
tool,28_38_28,after,0.0663959,-0.047984409
tool,40_50_28,before,0.0663251,-0.047980334
tool,41_50_16,before,0.0661722,-0.047971536
tool,40_50_16,before,0.0660606,-0.047965116
tool,28_38_28,after,0.0659851,-0.047960774
tool,41_50_16,before,0.0658915,-0.047955392
tool,28_38_12,before,0.0658904,-0.047955329
tool,28_38_12,before,0.0658903,-0.047955323
tool,41_50_16,before,0.0658851,-0.047955024
tool,28_38_28,after,0.0658699,-0.04795415
tool,28_38_28,after,0.0658078,-0.04795058
tool,40_50_16,before,0.06578,-0.047948982
tool,28_38_28,after,0.0657592,-0.047947787
tool,28_38_12,before,0.0657259,-0.047945873
tool,40_50_16,before,0.0656803,-0.047943252
tool,41_50_16,before,0.0656297,-0.047940345
tool,40_50_16,before,0.0656223,-0.04793992
tool,28_38_28,after,0.0655946,-0.047938328
tool,40_50_16,before,0.0655272,-0.047934456
tool,41_50_16,before,0.0655222,-0.047934169
tool,40_50_16,before,0.0655033,-0.047933083
tool,41_50_28,before,0.0654936,-0.047932526
tool,41_50_16,before,0.0654092,-0.047927679
tool,41_50_16,before,0.0653911,-0.04792664
tool,41_50_28,before,0.0653794,-0.047925968
tool,28_38_12,before,0.0653208,-0.047922603
tool,41_50_16,before,0.0652237,-0.047917029
tool,28_38_28,before,0.0652019,-0.047915777
tool,41_50_28,before,0.0651746,-0.047914211
tool,28_38_12,after,0.0650883,-0.047909258
tool,28_38_12,after,0.0650536,-0.047907267
tool,41_50_16,before,0.0650295,-0.047905884
tool,41_50_16,before,0.0650061,-0.047904542
tool,41_50_28,before,0.0649802,-0.047903056
tool,41_50_16,before,0.0649494,-0.047901289
tool,41_50_16,before,0.0648851,-0.047897601
tool,28_38_28,after,0.0648286,-0.04789436
tool,28_38_12,after,0.0647995,-0.047892692
tool,41_50_16,after,0.0647509,-0.047889905
tool,28_38_28,after,0.0647249,-0.047888414
tool,41_50_28,before,0.0647121,-0.04788768
tool,28_38_12,before,0.0647106,-0.047887594
tool,41_50_16,before,0.0646097,-0.04788181
tool,41_50_16,before,0.0645719,-0.047879644
tool,41_50_28,before,0.0645697,-0.047879518
tool,40_50_16,before,0.0645325,-0.047877386
tool,28_38_28,before,0.0645031,-0.047875701
tool,41_50_28,before,0.0644811,-0.047874441
tool,28_38_12,before,0.0644363,-0.047871874
tool,28_38_28,after,0.064408,-0.047870252
tool,41_50_16,before,0.0642124,-0.047859049
tool,41_50_16,before,0.0640029,-0.047847056
tool,41_50_16,before,0.0639482,-0.047843925
tool,41_50_16,before,0.0639464,-0.047843822
tool,40_50_16,before,0.0639184,-0.04784222
tool,41_50_16,before,0.0639011,-0.04784123
tool,41_50_28,before,0.0639001,-0.047841173
tool,28_38_12,before,0.0638933,-0.047840784
tool,41_50_16,before,0.0638675,-0.047839308
tool,28_38_12,after,0.0638561,-0.047838656
tool,41_50_16,before,0.0638394,-0.0478377
tool,28_38_28,after,0.0637674,-0.047833581
tool,41_50_28,before,0.0637554,-0.047832895
tool,41_50_16,before,0.0637411,-0.047832077
tool,28_38_28,after,0.0637181,-0.047830761
tool,41_50_16,before,0.0636851,-0.047828874
tool,41_50_16,before,0.0634877,-0.047817587
tool,41_50_28,before,0.0634167,-0.047813529
tool,41_50_16,before,0.0634162,-0.047813501
tool,41_50_16,before,0.0633969,-0.047812398
tool,40_50_16,before,0.0633848,-0.047811706
tool,28_38_28,after,0.0632934,-0.047806483
tool,40_50_16,before,0.0632757,-0.047805472
tool,40_50_28,before,0.0632721,-0.047805266
tool,41_50_16,before,0.0632281,-0.047802752
tool,40_50_16,before,0.0631601,-0.047798868
tool,40_50_28,before,0.0631363,-0.047797509
tool,40_50_28,before,0.0630983,-0.047795338
tool,28_38_12,after,0.0630069,-0.047790119
tool,41_50_28,before,0.0629752,-0.047788309
tool,40_50_28,after,0.0629678,-0.047787887
tool,28_38_12,after,0.0629354,-0.047786037
tool,41_50_16,after,0.06293,-0.047785729
tool,41_50_16,after,0.0629261,-0.047785506
tool,40_50_16,before,0.062923,-0.047785329
tool,41_50_16,before,0.0629125,-0.04778473
tool,28_38_28,after,0.0629115,-0.047784673
tool,41_50_16,before,0.0629106,-0.047784621
tool,41_50_28,before,0.0628891,-0.047783394
tool,41_50_16,before,0.0628703,-0.047782321
tool,41_50_28,before,0.0628563,-0.047781522
tool,28_38_12,after,0.062849,-0.047781105
tool,28_38_12,after,0.0627528,-0.047775615
tool,28_38_28,after,0.0627263,-0.047774103
tool,41_50_16,before,0.0627131,-0.04777335
tool,28_38_28,after,0.0626942,-0.047772271
tool,41_50_16,before,0.0626865,-0.047771832
tool,41_50_16,after,0.0626633,-0.047770509
tool,41_50_16,before,0.0626333,-0.047768797
tool,40_50_28,after,0.0626306,-0.047768643
tool,41_50_16,before,0.06262,-0.047768038
tool,41_50_16,before,0.0625956,-0.047766647
tool,28_38_28,after,0.06259,-0.047766327
tool,41_50_16,before,0.0625603,-0.047764633
tool,41_50_28,before,0.0624672,-0.047759324
tool,28_38_28,after,0.0624563,-0.047758702
tool,41_50_16,before,0.0624494,-0.047758309
tool,41_50_16,before,0.0624425,-0.047757915
tool,41_50_16,before,0.0624411,-0.047757835
tool,41_50_16,before,0.0623666,-0.047753588
tool,41_50_16,before,0.062316,-0.047750703
tool,41_50_16,before,0.0623116,-0.047750452
tool,41_50_28,before,0.0623083,-0.047750264
tool,28_38_28,before,0.0622267,-0.047745613
tool,28_38_28,after,0.0621902,-0.047743533
tool,28_38_28,before,0.0621477,-0.047741111
tool,28_38_28,before,0.062147,-0.047741072
tool,28_38_28,before,0.0620469,-0.047735368
tool,41_50_28,before,0.0620318,-0.047734508
tool,41_50_16,before,0.0619258,-0.047728471
tool,28_38_12,after,0.0619151,-0.047727861
tool,28_38_12,after,0.0619132,-0.047727753
tool,28_38_28,after,0.0618917,-0.047726529
tool,28_38_28,after,0.0618908,-0.047726478
tool,28_38_28,after,0.0618438,-0.047723801
tool,28_38_28,before,0.0618318,-0.047723118
tool,28_38_28,before,0.0618256,-0.047722765
tool,40_50_16,before,0.0616824,-0.047714613
tool,28_38_28,after,0.0616349,-0.04771191
tool,41_50_28,before,0.0616099,-0.047710487
tool,28_38_12,before,0.0615419,-0.047706618
tool,41_50_16,before,0.0615083,-0.047704706
tool,41_50_28,before,0.0614923,-0.047703796
tool,41_50_16,before,0.0614803,-0.047703113
tool,28_38_28,before,0.0614407,-0.04770086
tool,41_50_16,after,0.0614108,-0.047699159
tool,40_50_16,before,0.0613477,-0.047695571
tool,28_38_28,before,0.0613359,-0.0476949
tool,41_50_16,after,0.0612541,-0.047690248
tool,41_50_16,before,0.0611825,-0.047686177
tool,41_50_16,before,0.0611793,-0.047685995
tool,28_38_12,before,0.0611366,-0.047683568
tool,40_50_16,before,0.0611007,-0.047681527
tool,40_50_16,before,0.0609022,-0.047670248
tool,28_38_28,after,0.0608397,-0.047666697
tool,40_50_28,before,0.0608097,-0.047664993
tool,41_50_16,before,0.0608064,-0.047664806
tool,28_38_28,after,0.0606957,-0.047658519
tool,28_38_28,after,0.0606651,-0.047656782
tool,41_50_16,before,0.0606612,-0.04765656
tool,28_38_28,before,0.0606082,-0.047653551
tool,41_50_28,before,0.0605864,-0.047652313
tool,28_38_28,after,0.0605732,-0.047651564
tool,28_38_28,before,0.0605675,-0.047651241
tool,41_50_16,before,0.060551,-0.047650304
tool,28_38_28,after,0.0605495,-0.047650219
tool,28_38_28,after,0.0605175,-0.047648402
tool,28_38_28,after,0.0604984,-0.047647318
tool,41_50_16,after,0.060424,-0.047643096
tool,28_38_28,after,0.0603885,-0.047641082
tool,41_50_28,before,0.06038,-0.047640599
tool,40_50_28,after,0.0603688,-0.047639964
tool,41_50_16,before,0.0603564,-0.04763926
tool,28_38_28,after,0.0603503,-0.047638914
tool,41_50_16,before,0.0603503,-0.047638914
tool,40_50_28,after,0.060349,-0.04763884
tool,28_38_28,after,0.0603132,-0.047636809
tool,40_50_16,before,0.0602135,-0.047631154
tool,41_50_28,before,0.0601589,-0.047628057
tool,28_38_28,before,0.0601487,-0.047627479
tool,41_50_28,before,0.0600959,-0.047624485
tool,41_50_16,before,0.0600941,-0.047624383
tool,28_38_12,after,0.0600457,-0.047621638
tool,41_50_16,before,0.0600148,-0.047619887
tool,41_50_16,before,0.0599956,-0.047618798
tool,28_38_28,before,0.0599131,-0.047614122
tool,41_50_16,before,0.0597768,-0.047606398
tool,40_50_28,before,0.0597719,-0.04760612
tool,41_50_28,before,0.0596394,-0.047598614
tool,41_50_16,after,0.0596353,-0.047598382
tool,41_50_28,before,0.0596051,-0.047596672
tool,40_50_16,before,0.0595824,-0.047595386
tool,28_38_28,before,0.0595751,-0.047594972
tool,40_50_16,before,0.0595642,-0.047594355
tool,28_38_28,after,0.0595275,-0.047592277
tool,40_50_28,before,0.0594382,-0.047587221
tool,40_50_16,before,0.0593327,-0.047581249
tool,40_50_28,before,0.059187,-0.047573004
tool,41_50_16,before,0.0590397,-0.047564671
tool,28_38_28,before,0.0590261,-0.047563902
tool,28_38_28,after,0.0590123,-0.047563121
tool,40_50_16,after,0.059,-0.047562426
tool,41_50_16,before,0.0588814,-0.047555719
tool,28_38_28,after,0.0588465,-0.047553746
tool,28_38_28,before,0.0588362,-0.047553164
tool,40_50_28,before,0.0587357,-0.047547483
tool,41_50_16,before,0.0587193,-0.047546556
tool,41_50_16,before,0.0587128,-0.047546189
tool,41_50_16,before,0.0586994,-0.047545431
tool,28_38_28,after,0.0586965,-0.047545268
tool,41_50_28,before,0.0586742,-0.047544007
tool,28_38_12,after,0.0586509,-0.047542691
tool,28_38_28,before,0.0585704,-0.047538142
tool,41_50_28,before,0.058525,-0.047535577
tool,28_38_12,before,0.0585248,-0.047535566
tool,41_50_16,before,0.0585244,-0.047535544
tool,28_38_28,before,0.0585004,-0.047534188
tool,41_50_28,before,0.0584087,-0.047529008
tool,41_50_16,before,0.0583489,-0.047525631
tool,41_50_16,before,0.0583383,-0.047525033
tool,28_38_28,after,0.0582336,-0.047519122
tool,41_50_28,before,0.0581048,-0.047511852
tool,41_50_16,before,0.0580913,-0.04751109
tool,41_50_16,before,0.0580873,-0.047510864
tool,28_38_28,after,0.0579815,-0.047504894
tool,41_50_16,before,0.0579587,-0.047503608
tool,40_50_16,before,0.0579354,-0.047502294
tool,41_50_28,before,0.057929,-0.047501933
tool,41_50_16,before,0.057826,-0.047496123
tool,40_50_16,before,0.0577936,-0.047494296
tool,41_50_16,before,0.0577854,-0.047493834
tool,28_38_28,before,0.0577643,-0.047492644
tool,40_50_16,before,0.0576999,-0.047489013
tool,28_38_28,before,0.0576895,-0.047488426
tool,41_50_16,before,0.0576192,-0.047484463
tool,28_38_28,after,0.0576076,-0.047483809
tool,40_50_16,before,0.0576069,-0.04748377
tool,40_50_28,before,0.057606,-0.047483719
tool,41_50_16,before,0.0576051,-0.047483668
tool,28_38_28,after,0.0576013,-0.047483454
tool,28_38_28,before,0.0575843,-0.047482496
tool,28_38_28,before,0.0575661,-0.04748147
tool,40_50_16,before,0.0575637,-0.047481335
tool,41_50_16,before,0.0575591,-0.047481076
tool,28_38_28,before,0.0575568,-0.047480946
tool,41_50_16,after,0.0575498,-0.047480551
tool,41_50_16,before,0.0575489,-0.047480501
tool,41_50_16,before,0.0575468,-0.047480382
tool,28_38_28,after,0.0575379,-0.047479881
tool,28_38_28,after,0.0575153,-0.047478607
tool,40_50_16,before,0.0574517,-0.047475023
tool,28_38_28,after,0.0574442,-0.0474746
tool,41_50_16,before,0.0574407,-0.047474403
tool,41_50_16,before,0.0573245,-0.047467857
tool,40_50_28,before,0.057282,-0.047465463
tool,41_50_16,before,0.0572661,-0.047464567
tool,40_50_16,after,0.0571,-0.047455214
tool,41_50_16,before,0.0570751,-0.047453812
tool,40_50_16,before,0.0570205,-0.047450739
tool,28_38_12,before,0.0569879,-0.047448904
tool,28_38_28,before,0.0569163,-0.047444874
tool,28_38_12,before,0.0568795,-0.047442803
tool,41_50_16,before,0.0568583,-0.04744161
tool,28_38_12,before,0.0568172,-0.047439298
tool,40_50_16,before,0.0568119,-0.047439
tool,28_38_28,after,0.056768,-0.04743653
tool,28_38_28,before,0.0567674,-0.047436496
tool,41_50_16,before,0.0567276,-0.047434257
tool,41_50_16,before,0.0566447,-0.047429595
tool,40_50_28,before,0.0565439,-0.047423926
tool,40_50_16,before,0.0565031,-0.047421632
tool,41_50_16,before,0.0564793,-0.047420294
tool,41_50_28,before,0.0564623,-0.047419339
tool,28_38_28,before,0.0564539,-0.047418867
tool,41_50_16,before,0.0564472,-0.04741849
tool,41_50_28,before,0.0564306,-0.047417557
tool,28_38_28,before,0.0564221,-0.047417079
tool,28_38_12,after,0.0563905,-0.047415303
tool,41_50_16,before,0.056385,-0.047414994
tool,41_50_28,before,0.0563837,-0.047414921
tool,28_38_28,before,0.0563629,-0.047413752
tool,41_50_16,after,0.0563238,-0.047411554
tool,41_50_16,before,0.0563041,-0.047410447
tool,41_50_28,before,0.0561695,-0.047402885
tool,28_38_28,before,0.0561302,-0.047400677
tool,28_38_28,before,0.056116,-0.04739988
tool,41_50_16,before,0.0560963,-0.047398773
tool,28_38_28,before,0.0560802,-0.047397869
tool,41_50_28,before,0.0559266,-0.047389244
tool,41_50_28,before,0.0559048,-0.04738802
tool,41_50_16,before,0.0558258,-0.047383585
tool,40_50_16,before,0.0557959,-0.047381907
tool,28_38_28,before,0.0557666,-0.047380262
tool,28_38_28,before,0.0557276,-0.047378074
tool,40_50_16,before,0.0557262,-0.047377995
tool,41_50_16,before,0.0557151,-0.047377372
tool,28_38_28,after,0.0557038,-0.047376738
tool,28_38_28,after,0.0557031,-0.047376699
tool,40_50_28,after,0.0556036,-0.047371116
tool,40_50_28,before,0.0555992,-0.047370869
tool,41_50_16,before,0.0555833,-0.047369977
tool,40_50_16,before,0.0555587,-0.047368597
tool,41_50_16,before,0.0555552,-0.047368401
tool,41_50_16,before,0.0555202,-0.047366438
tool,41_50_28,before,0.0555183,-0.047366331
tool,41_50_16,before,0.0555001,-0.047365311
tool,41_50_16,before,0.0554919,-0.047364851
tool,41_50_16,before,0.0554757,-0.047363942
tool,41_50_16,before,0.0553767,-0.04735839
tool,41_50_16,before,0.0553463,-0.047356686
tool,28_38_28,after,0.0552936,-0.047353731
tool,41_50_16,before,0.0552876,-0.047353395
tool,41_50_28,before,0.0552782,-0.047352868
tool,28_38_28,after,0.0552741,-0.047352638
tool,41_50_16,before,0.0552614,-0.047351926
tool,41_50_16,before,0.0552216,-0.047349695
tool,28_38_28,after,0.0551794,-0.04734733
tool,41_50_16,before,0.0551567,-0.047346058
tool,41_50_16,after,0.055154,-0.047345907
tool,41_50_16,before,0.0550801,-0.047341766
tool,40_50_16,after,0.055,-0.047337278
tool,41_50_28,before,0.0549632,-0.047335217
tool,41_50_16,before,0.0549532,-0.047334656
tool,41_50_16,after,0.0548307,-0.047327796
tool,28_38_28,before,0.0548232,-0.047327376
tool,40_50_16,before,0.0547817,-0.047325052
tool,28_38_28,after,0.0546394,-0.047317086
tool,41_50_28,before,0.0546364,-0.047316918
tool,41_50_16,before,0.0546263,-0.047316353
tool,41_50_16,before,0.0546148,-0.047315709
tool,41_50_28,before,0.0546136,-0.047315642
tool,40_50_28,before,0.0546049,-0.047315155
tool,40_50_16,before,0.0545983,-0.047314785
tool,28_38_28,after,0.0545752,-0.047313493
tool,40_50_16,before,0.0545238,-0.047310616
tool,28_38_28,before,0.0545212,-0.047310471
tool,41_50_16,before,0.0544712,-0.047307673
tool,41_50_16,before,0.0544622,-0.047307169
tool,41_50_16,before,0.0544531,-0.04730666
tool,28_38_28,after,0.0544322,-0.047305491
tool,41_50_16,after,0.0544055,-0.047303997
tool,41_50_16,before,0.0543856,-0.047302884
tool,40_50_16,before,0.054383,-0.047302739
tool,28_38_12,after,0.0543392,-0.047300289
tool,28_38_28,after,0.0543023,-0.047298225
tool,28_38_28,after,0.0542532,-0.047295479
tool,41_50_16,before,0.0542161,-0.047293404
tool,40_50_16,before,0.0542088,-0.047292996
tool,41_50_16,before,0.0541393,-0.04728911
tool,28_38_28,before,0.0541117,-0.047287567
tool,28_38_28,before,0.0540915,-0.047286438
tool,41_50_28,before,0.0540808,-0.04728584
tool,28_38_28,before,0.0540699,-0.047285231
tool,28_38_28,before,0.054067,-0.047285069
tool,28_38_28,before,0.0540539,-0.047284336
tool,41_50_16,before,0.0539756,-0.04727996
tool,40_50_16,before,0.0539681,-0.047279541
tool,41_50_16,after,0.0539214,-0.047276931
tool,41_50_16,before,0.053898,-0.047275624
tool,28_38_28,after,0.0538963,-0.047275529
tool,28_38_28,after,0.0538895,-0.047275149
tool,41_50_16,before,0.0538875,-0.047275037
tool,41_50_16,after,0.0538811,-0.04727468
tool,41_50_28,before,0.0538219,-0.047271372
tool,41_50_28,before,0.0537871,-0.047269428
tool,41_50_28,before,0.0537446,-0.047267054
tool,41_50_16,before,0.0536783,-0.047263352
tool,28_38_12,before,0.0535874,-0.047258276
tool,28_38_28,after,0.053536,-0.047255406
tool,41_50_28,before,0.0535246,-0.04725477
tool,41_50_16,before,0.0534465,-0.04725041
tool,41_50_28,before,0.0533608,-0.047245627
tool,41_50_28,before,0.0533488,-0.047244958
tool,41_50_16,before,0.0533281,-0.047243802
tool,40_50_16,before,0.0533121,-0.04724291
tool,41_50_16,before,0.0531658,-0.047234748
tool,28_38_12,before,0.0531424,-0.047233443
tool,41_50_16,before,0.0531369,-0.047233136
tool,41_50_16,before,0.0530744,-0.04722965
tool,41_50_28,before,0.052976,-0.047224164
tool,41_50_28,before,0.0528857,-0.04721913
tool,41_50_16,before,0.0528608,-0.047217742
tool,41_50_28,before,0.0528582,-0.047217597
tool,41_50_16,before,0.0528486,-0.047217062
tool,28_38_28,after,0.0528474,-0.047216995
tool,28_38_28,before,0.0528402,-0.047216594
tool,41_50_16,after,0.0528208,-0.047215512
tool,28_38_28,before,0.0528027,-0.047214504
tool,41_50_16,after,0.0527903,-0.047213813
tool,41_50_28,before,0.0527653,-0.047212419
tool,28_38_28,after,0.0527622,-0.047212247
tool,28_38_28,after,0.052735,-0.047210731
tool,28_38_28,after,0.0527283,-0.047210358
tool,41_50_16,before,0.0527206,-0.047209929
tool,41_50_16,after,0.052717,-0.047209728
tool,28_38_12,before,0.0527092,-0.047209293
tool,40_50_16,before,0.0526955,-0.04720853
tool,41_50_16,before,0.0526826,-0.047207811
tool,28_38_28,before,0.0526816,-0.047207756
tool,41_50_28,before,0.0526442,-0.047205672
tool,41_50_16,before,0.0525774,-0.047201951
tool,40_50_28,after,0.0525015,-0.047197724
tool,41_50_16,before,0.0525009,-0.04719769
tool,40_50_16,before,0.0524962,-0.047197428
tool,41_50_16,before,0.0524895,-0.047197055
tool,41_50_16,before,0.0524696,-0.047195947
tool,41_50_16,before,0.0524326,-0.047193887
tool,28_38_28,after,0.0524008,-0.047192116
tool,41_50_16,before,0.0523319,-0.04718828
tool,41_50_16,before,0.0523303,-0.047188191
tool,41_50_28,before,0.0523183,-0.047187523
tool,41_50_16,before,0.0523109,-0.047187111
tool,28_38_28,before,0.052306,-0.047186839
tool,41_50_28,before,0.0523025,-0.047186644
tool,41_50_16,before,0.0522853,-0.047185686
tool,41_50_16,before,0.0522489,-0.04718366
tool,28_38_28,after,0.0522421,-0.047183282
tool,41_50_16,before,0.0521374,-0.047177455
tool,28_38_28,after,0.0521306,-0.047177077
tool,28_38_12,before,0.0520768,-0.047174084
tool,40_50_16,before,0.0519631,-0.047167759
tool,28_38_28,before,0.05195,-0.04716703
tool,41_50_16,before,0.0519393,-0.047166435
tool,41_50_28,before,0.0518154,-0.047159545
tool,41_50_28,before,0.0518128,-0.047159401
tool,28_38_28,after,0.0517868,-0.047157955
tool,41_50_16,before,0.051755,-0.047156187
tool,28_38_28,after,0.0517207,-0.04715428
tool,40_50_16,after,0.0517,-0.04715313
tool,41_50_16,before,0.0515965,-0.047147377
tool,41_50_28,before,0.0515552,-0.047145082
tool,41_50_16,before,0.0515511,-0.047144855
tool,28_38_28,before,0.0515347,-0.047143943
tool,41_50_16,before,0.0515224,-0.04714326
tool,41_50_16,before,0.0514631,-0.047139965
tool,40_50_16,before,0.0513901,-0.04713591
tool,41_50_28,before,0.0513503,-0.0471337
tool,41_50_16,before,0.0512809,-0.047129845
tool,41_50_16,before,0.0512577,-0.047128557
tool,41_50_16,before,0.0512127,-0.047126059
tool,41_50_28,before,0.0512018,-0.047125453
tool,41_50_28,before,0.0511926,-0.047124943
tool,41_50_16,before,0.0511569,-0.047122961
tool,41_50_16,before,0.0511427,-0.047122172
tool,41_50_16,before,0.0511126,-0.047120501
tool,41_50_28,before,0.0510984,-0.047119713
tool,41_50_16,before,0.051082,-0.047118803
tool,28_38_28,after,0.0510713,-0.047118209
tool,41_50_16,before,0.0509891,-0.047113647
tool,41_50_16,after,0.0509677,-0.04711246
tool,41_50_16,before,0.0509351,-0.047110651
tool,41_50_16,before,0.0509341,-0.047110595
tool,40_50_28,before,0.0509233,-0.047109996
tool,41_50_28,before,0.0509054,-0.047109003
tool,41_50_16,before,0.0508739,-0.047107255
tool,41_50_16,before,0.0508547,-0.04710619
tool,41_50_16,after,0.0508445,-0.047105624
tool,28_38_28,before,0.0507999,-0.04710315
tool,28_38_28,after,0.0507724,-0.047101625
tool,40_50_16,before,0.0506397,-0.047094266
tool,40_50_16,before,0.0506268,-0.047093551
tool,41_50_16,before,0.0505569,-0.047089676
tool,41_50_16,before,0.0504515,-0.047083833
tool,40_50_16,before,0.0504199,-0.047082082
tool,41_50_16,before,0.0504023,-0.047081107
tool,41_50_16,before,0.0503826,-0.047080015
tool,41_50_28,before,0.0503122,-0.047076114
tool,28_38_28,before,0.0502969,-0.047075267
tool,41_50_16,before,0.0502895,-0.047074857
tool,41_50_16,before,0.0502227,-0.047071156
tool,41_50_16,before,0.0501545,-0.047067379
tool,41_50_16,before,0.0500509,-0.047061642
tool,41_50_16,before,0.0500274,-0.047060341
tool,41_50_16,before,0.0499637,-0.047056814
tool,41_50_16,before,0.049951,-0.047056111
tool,41_50_16,before,0.0499505,-0.047056083
tool,41_50_16,before,0.0498982,-0.047053188
tool,28_38_12,after,0.0498891,-0.047052685
tool,28_38_28,after,0.0498759,-0.047051954
tool,41_50_28,before,0.0498596,-0.047051052
tool,41_50_16,before,0.0498553,-0.047050814
tool,41_50_16,before,0.0498532,-0.047050698
tool,40_50_16,before,0.0497597,-0.047045523
tool,41_50_28,before,0.0496817,-0.047041208
tool,41_50_16,before,0.0496529,-0.047039615
tool,40_50_16,before,0.0496152,-0.047037529
tool,41_50_16,before,0.0495952,-0.047036423
tool,41_50_28,before,0.049552,-0.047034034
tool,41_50_16,before,0.049526,-0.047032596
tool,41_50_16,before,0.0495116,-0.0470318
tool,40_50_16,before,0.049475,-0.047029776
tool,28_38_28,before,0.0494733,-0.047029682
tool,41_50_16,after,0.0494733,-0.047029682
tool,28_38_28,after,0.049455,-0.04702867
tool,28_38_28,before,0.0494358,-0.047027608
tool,28_38_12,after,0.04934,-0.047022312
tool,41_50_16,before,0.049308,-0.047020543
tool,41_50_28,before,0.0492511,-0.047017398
tool,28_38_28,after,0.0491952,-0.047014309
tool,28_38_28,after,0.0491952,-0.047014309
tool,41_50_16,before,0.0490996,-0.047009027
tool,41_50_16,before,0.0490859,-0.04700827
tool,41_50_16,before,0.0490498,-0.047006276
tool,41_50_16,before,0.048965,-0.047001592
tool,28_38_28,before,0.0489275,-0.046999521
tool,41_50_16,before,0.048915,-0.046998831
tool,28_38_28,before,0.0489099,-0.046998549
tool,41_50_16,before,0.0489056,-0.046998312
tool,28_38_12,after,0.0488854,-0.046997196
tool,28_38_12,before,0.0488668,-0.046996169
tool,41_50_16,before,0.0488063,-0.046992829
tool,28_38_28,after,0.0487901,-0.046991935
tool,41_50_16,before,0.0487831,-0.046991548
tool,41_50_16,before,0.0487831,-0.046991548
tool,40_50_16,before,0.0487785,-0.046991294
tool,28_38_28,after,0.0487707,-0.046990864
tool,41_50_16,before,0.0487706,-0.046990858
tool,40_50_16,before,0.0487562,-0.046990063
tool,41_50_28,before,0.0487562,-0.046990063
tool,41_50_28,before,0.0487064,-0.046987314
tool,41_50_16,before,0.0486897,-0.046986393
tool,28_38_12,after,0.0486504,-0.046984224
tool,40_50_16,before,0.0486247,-0.046982805
tool,28_38_12,before,0.0486132,-0.046982171
tool,28_38_28,after,0.0485991,-0.046981393
tool,28_38_28,after,0.0485715,-0.04697987
tool,40_50_28,after,0.0485537,-0.046978888
tool,41_50_16,before,0.0485133,-0.046976659
tool,41_50_28,before,0.0485109,-0.046976526
tool,41_50_16,before,0.04841,-0.04697096
tool,28_38_12,before,0.0484074,-0.046970817
tool,41_50_16,before,0.0483874,-0.046969714
tool,40_50_16,before,0.0483868,-0.046969681
tool,41_50_16,before,0.0483603,-0.046968219
tool,41_50_28,before,0.0483036,-0.046965092
tool,28_38_28,before,0.0482801,-0.046963796
tool,28_38_28,before,0.0482717,-0.046963333
tool,41_50_16,before,0.0482701,-0.046963245
tool,28_38_28,after,0.0482601,-0.046962694
tool,40_50_16,before,0.0481781,-0.046958173
tool,28_38_28,before,0.048134,-0.046955742
tool,28_38_28,after,0.0480473,-0.046950963
tool,28_38_28,after,0.0479464,-0.046945403
tool,40_50_28,after,0.0479071,-0.046943238
tool,28_38_28,after,0.0478765,-0.046941552
tool,28_38_12,before,0.0478381,-0.046939437
tool,28_38_28,before,0.0478281,-0.046938886
tool,41_50_16,before,0.0478196,-0.046938418
tool,40_50_16,before,0.0477784,-0.046936149
tool,41_50_16,before,0.0477272,-0.046933329
tool,28_38_12,before,0.0476964,-0.046931633
tool,40_50_16,before,0.0476961,-0.046931617
tool,28_38_28,after,0.0476872,-0.046931127
tool,28_38_12,before,0.0476589,-0.046929568
tool,28_38_28,after,0.0475956,-0.046926083
tool,41_50_28,before,0.047527,-0.046922307
tool,40_50_16,before,0.0475242,-0.046922153
tool,41_50_16,before,0.0475212,-0.046921988
tool,28_38_28,after,0.0475209,-0.046921971
tool,28_38_28,after,0.0475129,-0.046921531
tool,41_50_16,before,0.0475029,-0.046920981
tool,40_50_16,after,0.0475,-0.046920821
tool,28_38_28,after,0.0474737,-0.046919374
tool,28_38_28,after,0.0474617,-0.046918713
tool,28_38_28,before,0.0474053,-0.046915609
tool,28_38_28,after,0.04739,-0.046914768
tool,41_50_16,before,0.04739,-0.046914768
tool,41_50_28,before,0.0473886,-0.046914691
tool,41_50_16,before,0.0473779,-0.046914102
tool,40_50_28,after,0.0473651,-0.046913398
