sample,ftc,volume_mm3,breadth_mm3,surface_calc_area_mm3,surface_calc_vol_mm3,shape_factor
41-50-28,before,1.10E-05,0.0321377,0.0019,5.08E-06,0.751925644
41-50-28,before,1.21E-05,0.0290027,0.0023,4.98E-06,0.613112374
41-50-28,before,3.85E-05,0.0639001,0.0067,2.66E-05,0.643508902
41-50-28,before,0.000125272,0.0722932,0.0203,8.27E-05,0.452232992
41-50-28,before,0.000184612,0.0779363,0.0322,0.000124412,0.374285183
41-50-28,before,1.10E-05,0.0314366,0.0019,3.41E-06,0.576552625
41-50-28,before,0.000272523,0.14159,0.0438,0.000180325,0.35240927
41-50-28,before,6.59E-06,0.030529,0.0009,1.60E-06,0.734670657
41-50-28,before,2.31E-05,0.0487562,0.0034,4.74E-06,0.401479825
41-50-28,before,4.40E-05,0.0691778,0.0067,1.05E-05,0.345595813
41-50-28,before,6.59E-05,0.0448144,0.0114,4.76E-05,0.557340668
41-50-28,before,0.000115383,0.11033,0.02,6.13E-05,0.375734581
41-50-28,before,0.000163733,0.116414,0.0292,0.00011989,0.402676728
41-50-28,before,0.000102196,0.0795432,0.0176,6.06E-05,0.423760167
41-50-28,before,0.000064834,0.0515552,0.0114,4.95E-05,0.571583363
41-50-28,before,0.000106591,0.0624672,0.0179,7.14E-05,0.465008258
41-50-28,before,4.94E-05,0.0581048,0.0088,2.73E-05,0.498051551
41-50-28,before,5.05E-05,0.0695094,0.0087,1.97E-05,0.406134758
41-50-28,before,5.05E-05,0.0457415,0.0089,3.58E-05,0.59070074
41-50-28,before,0.000661526,0.100271,0.1132,0.000538387,0.282727115
41-50-28,before,1.00E-04,0.0654936,0.0173,6.73E-05,0.462379988
41-50-28,before,0.000037362,0.0561695,0.0064,1.50E-05,0.459271401
41-50-28,before,4.51E-05,0.0703773,0.0071,2.48E-05,0.579671041
41-50-28,before,6.37E-05,0.0807143,0.011,3.27E-05,0.449141844
41-50-28,before,7.25E-05,0.0555183,0.0125,4.73E-05,0.505911059
41-50-28,before,0.000083515,0.0962516,0.0154,6.78E-05,0.522049628
41-50-28,before,0.000286808,0.13123,0.0496,0.000213711,0.348514186
41-50-28,before,8.24E-05,0.075052,0.0151,6.25E-05,0.504629699
41-50-28,before,9.89E-06,0.0278148,0.002,5.24E-06,0.729541294
41-50-28,before,6.59E-06,0.0333925,0.0007,7.51E-07,0.570874936
41-50-28,before,3.96E-05,0.0355169,0.0066,1.80E-05,0.503626885
41-50-28,before,0.000247248,0.128269,0.0387,0.000207817,0.438422987
41-50-28,before,1.54E-05,0.047527,0.0014,1.44E-06,0.439920917
41-50-28,before,0.000610978,0.268813,0.1064,0.00035027,0.225845129
41-50-28,before,1.98E-05,0.0332833,0.0038,1.29E-05,0.701170798
41-50-28,before,0.00010769,0.0807664,0.0188,8.17E-05,0.484329347
41-50-28,before,0.000110987,0.097824,0.0176,9.09E-05,0.555459197
41-50-28,before,3.41E-05,0.0413703,0.0057,1.41E-05,0.495910108
41-50-28,before,1.65E-05,0.03339,0.0031,9.17E-06,0.683655262
41-50-28,before,1.65E-05,0.0411435,0.0029,8.92E-06,0.717015477
41-50-28,before,4.73E-05,0.0714565,0.0083,3.25E-05,0.593190022
41-50-28,before,5.49E-05,0.0596051,0.0103,3.81E-05,0.53151535
41-50-28,before,5.49E-05,0.0564623,0.0104,4.05E-05,0.548630541
41-50-28,before,8.79E-06,0.0236087,0.0014,3.14E-06,0.740465176
41-50-28,before,2.97E-05,0.0526442,0.0048,1.33E-05,0.564693813
41-50-28,before,0.000323071,0.0987262,0.0522,0.000260593,0.377968752
41-50-28,before,1.32E-05,0.0408397,0.0019,3.15E-06,0.546459952
41-50-28,before,6.04E-05,0.0644811,0.0105,4.28E-05,0.563397352
41-50-28,before,4.84E-05,0.0535246,0.0083,2.41E-05,0.485890697
41-50-28,before,0.000295599,0.145569,0.0541,0.000163316,0.267078726
41-50-28,before,1.21E-05,0.031946,0.0022,6.90E-06,0.796481897
41-50-28,before,6.04E-05,0.0527653,0.01,3.90E-05,0.556623236
41-50-28,before,2.97E-05,0.0423172,0.0062,1.99E-05,0.572878617
41-50-28,before,0.000593396,0.118209,0.1103,0.0004274,0.248770093
41-50-28,before,1.32E-05,0.0395092,0.0018,4.07E-06,0.684360407
41-50-28,before,1.10E-05,0.0305761,0.0018,4.99E-06,0.784028586
41-50-28,before,6.59E-06,0.0286752,0.0008,9.40E-07,0.580184819
41-50-28,before,3.08E-05,0.0462325,0.0052,1.89E-05,0.659763016
41-50-28,before,1.32E-05,0.0329998,0.002,3.30E-06,0.536378473
41-50-28,before,9.89E-06,0.029767,0.002,5.19E-06,0.724428813
41-50-28,before,0.000259336,0.180742,0.0448,0.000145952,0.299234771
41-50-28,before,0.000114284,0.0865828,0.021,7.23E-05,0.399496705
41-50-28,before,0.000438454,0.109417,0.0734,0.000377469,0.344119107
41-50-28,before,1.43E-05,0.0366407,0.0026,7.95E-06,0.740819072
41-50-28,before,0.000251644,0.0889251,0.044,0.00016059,0.324721134
41-50-28,before,8.79E-06,0.0290293,0.0014,2.47E-06,0.63058184
41-50-28,before,6.59E-06,0.0283917,0.0013,3.18E-06,0.804181115
41-50-28,before,9.89E-06,0.0345129,0.0014,3.23E-06,0.754854187
41-50-28,before,1.76E-05,0.0332451,0.0034,9.13E-06,0.621426412
41-50-28,before,5.49E-06,0.0249077,0.001,2.12E-06,0.796819118
41-50-28,before,2.09E-05,0.0410166,0.0033,7.45E-06,0.558874048
41-50-28,before,1.98E-05,0.0509054,0.0034,1.03E-05,0.673131134
41-50-28,before,3.08E-05,0.0546364,0.0054,1.45E-05,0.532592415
41-50-28,before,1.65E-05,0.0405793,0.0029,7.05E-06,0.613217865
41-50-28,before,1.76E-05,0.0393322,0.0024,3.30E-06,0.4461945
41-50-28,before,0.000105493,0.0649802,0.0176,8.25E-05,0.520554421
41-50-28,before,0.00203293,0.443582,0.3157,0.0019064,0.235515192
41-50-28,before,0.000296698,0.0913469,0.0494,0.000253474,0.392083992
41-50-28,before,3.63E-05,0.0620318,0.0061,2.10E-05,0.603828438
41-50-28,before,0.000183513,0.113409,0.0325,5.28E-05,0.209297121
41-50-28,before,0.000171425,0.120103,0.0309,0.000134196,0.410222615
41-50-28,before,7.69E-06,0.0294706,0.0011,1.77E-06,0.643097972
41-50-28,before,8.79E-06,0.0298116,0.0015,4.09E-06,0.824217673
41-50-28,before,6.59E-06,0.0252072,0.0007,7.80E-07,0.58563157
41-50-28,before,1.21E-05,0.0323512,0.0016,2.07E-06,0.490483282
41-50-28,before,7.69E-06,0.0296612,0.0009,9.74E-07,0.527958314
41-50-28,before,6.15E-05,0.0518154,0.0128,4.52E-05,0.479670046
41-50-28,before,0.000123075,0.0752423,0.0215,3.55E-05,0.243166455
41-50-28,before,0.000285709,0.0753618,0.0499,0.000222452,0.355801202
41-50-28,before,3.41E-05,0.0533608,0.0054,1.24E-05,0.479753388
41-50-28,before,1.43E-05,0.0334284,0.0023,5.10E-06,0.623317694
41-50-28,before,5.27E-05,0.0513503,0.0092,3.67E-05,0.580943214
41-50-28,before,0.000106591,0.0637554,0.0174,8.55E-05,0.539595559
41-50-28,before,1.54E-05,0.0432037,0.0033,9.19E-06,0.64280246
41-50-28,before,0.000150547,0.0909608,0.0261,0.000116089,0.440932585
41-50-28,before,3.19E-05,0.0385183,0.0059,2.24E-05,0.65180479
41-50-28,before,0.00035384,0.145547,0.0633,0.000277825,0.325282596
41-50-28,before,0.000187909,0.110222,0.0319,0.000163195,0.452720861
41-50-28,before,2.42E-05,0.0354207,0.0049,1.54E-05,0.609860978
41-50-28,before,0.0181612,1.18602,2.7963,0.015829487,0.109029726
41-50-28,after,0.00449992,0.618446,0.7459,0.003030171,0.135763063
41-50-28,after,0.00566473,0.418424,0.8957,0.004803463,0.153706137
41-50-28,after,0.00591418,0.430761,0.9142,0.005015187,0.154989042
41-50-28,after,0.00337027,0.499171,0.551,0.002782457,0.173627345
41-50-28,after,0.00271534,0.388328,0.4367,0.00245174,0.201349466
41-50-28,after,0.00212853,0.289444,0.3434,0.001788329,0.207482829
41-50-28,after,0.00282083,0.299771,0.4342,0.002689441,0.215395039
41-50-28,after,0.00319335,0.435269,0.4705,0.003063685,0.216813958
41-50-28,after,0.00159008,0.32613,0.2452,0.001501631,0.258626174
41-50-28,after,7.03E-05,0.0685873,0.0114,1.61E-05,0.270219948
41-50-28,after,0.00044175,0.0921407,0.0768,0.000290742,0.276351185
41-50-28,after,0.000807678,0.247041,0.1355,0.000754426,0.295771186
41-50-28,after,0.000479112,0.120651,0.0796,0.000360242,0.307586529
41-50-28,after,0.000593396,0.122895,0.0958,0.000485334,0.311754243
41-50-28,after,5.60E-05,0.0664894,0.0089,1.44E-05,0.321842313
41-50-28,after,0.000456036,0.102224,0.0757,0.000383546,0.337235716
41-50-28,after,0.000169228,0.0494154,0.031,0.000111207,0.360752819
41-50-28,after,7.58E-05,0.0680566,0.0124,2.81E-05,0.360821085
41-50-28,after,0.000174722,0.0874976,0.03,0.000109577,0.36912677
41-50-28,after,0.000228567,0.0877539,0.0402,0.000176722,0.378836458
41-50-28,after,0.000163733,0.118054,0.0285,0.000106189,0.380503998
41-50-28,after,0.000064834,0.0599286,0.0112,2.70E-05,0.389014158
41-50-28,after,0.000308786,0.150191,0.0489,0.000248083,0.390456903
41-50-28,after,0.000171425,0.0924453,0.0297,0.000125207,0.407518476
41-50-28,after,0.000046153,0.0618854,0.0077,1.69E-05,0.413471484
41-50-28,after,0.000169228,0.0900988,0.0287,0.000122156,0.414839195
41-50-28,after,4.40E-05,0.05264,0.006,1.20E-05,0.423453606
41-50-28,after,0.000064834,0.079005,0.0139,4.31E-05,0.427875106
41-50-28,after,0.000170327,0.0886684,0.0293,0.000137317,0.439304105
41-50-28,after,2.64E-05,0.038611,0.0035,5.69E-06,0.440129726
41-50-28,after,0.000129668,0.093515,0.0245,0.00010614,0.442489897
41-50-28,after,5.16E-05,0.0436191,0.01,2.84E-05,0.44967219
41-50-28,after,0.000018681,0.05415,0.0023,3.17E-06,0.453935085
41-50-28,after,1.21E-05,0.0356856,0.0019,2.42E-06,0.459092643
41-50-28,after,8.02E-05,0.0596916,0.0157,6.06E-05,0.475352187
41-50-28,after,0.000037362,0.0526039,0.006,1.44E-05,0.476805117
41-50-28,after,4.84E-05,0.0517454,0.009,2.67E-05,0.479850833
41-50-28,after,1.21E-05,0.0138181,0.0014,1.67E-06,0.485456398
41-50-28,after,0.000083515,0.0790647,0.0161,6.68E-05,0.494600184
41-50-28,after,0.000113185,0.0901739,0.0199,9.37E-05,0.501395491
41-50-28,after,4.51E-05,0.0546598,0.0071,2.04E-05,0.508120431
41-50-28,after,5.49E-05,0.0604126,0.01,3.54E-05,0.521668619
41-50-28,after,1.32E-05,0.057608,0.0019,3.08E-06,0.538492396
41-50-28,after,5.49E-06,0.0208738,0.0005,4.27E-07,0.548745163
41-50-28,after,5.60E-05,0.0566664,0.0105,4.11E-05,0.54893647
41-50-28,after,1.76E-05,0.0487876,0.0036,8.27E-06,0.549170222
41-50-28,after,1.10E-05,0.0267023,0.0021,3.70E-06,0.550893209
41-50-28,after,2.64E-05,0.0612782,0.0053,1.50E-05,0.555937484
41-50-28,after,5.49E-05,0.0712728,0.0099,3.93E-05,0.56444935
41-50-28,after,2.53E-05,0.0389278,0.0047,1.33E-05,0.576983448
41-50-28,after,0.000037362,0.053486,0.0073,2.63E-05,0.585649518
41-50-28,after,0.000027472,0.0559967,0.0045,1.30E-05,0.593293098
41-50-28,after,3.52E-05,0.0505756,0.0067,2.38E-05,0.597771952
41-50-28,after,1.32E-05,0.0349528,0.0018,3.32E-06,0.59823999
41-50-28,after,0.000027472,0.061365,0.0047,1.44E-05,0.607615603
41-50-28,after,3.08E-05,0.0407172,0.0055,1.83E-05,0.610504314
41-50-28,after,0.000018681,0.0441544,0.0029,7.07E-06,0.614283642
41-50-28,after,3.41E-05,0.0634888,0.0066,2.53E-05,0.63193388
41-50-28,after,1.65E-05,0.0564677,0.0033,9.13E-06,0.640117947
41-50-28,after,1.21E-05,0.0308335,0.0023,5.65E-06,0.666690341
41-50-28,after,5.49E-06,0.024097,0.0005,5.87E-07,0.678132994
41-50-28,after,1.76E-05,0.0333224,0.0034,1.04E-05,0.678416971
41-50-28,after,5.49E-06,0.0241959,0.0011,1.95E-06,0.687214509
41-50-28,after,1.98E-05,0.0382424,0.0036,1.20E-05,0.704214992
41-50-28,after,6.59E-06,0.0292464,0.0008,1.26E-06,0.705362091
41-50-28,after,8.79E-06,0.0299978,0.0017,4.06E-06,0.723972109
41-50-28,after,8.79E-06,0.0321341,0.0016,3.73E-06,0.726926005
41-50-28,after,1.32E-05,0.0352325,0.0022,6.24E-06,0.745380679
41-50-28,after,7.69E-06,0.0272461,0.0014,3.26E-06,0.759668358
41-50-28,after,1.54E-05,0.0396623,0.0027,8.97E-06,0.773389429
41-50-28,after,6.59E-06,0.0242456,0.0009,1.90E-06,0.82548414
41-50-28,after,5.49E-06,0.0242707,0.0008,1.62E-06,0.835331624
41-50-28,after,0.00117141,0.161848,0.20093,0.000903438,0.224925317
40-50-28,before,0.00013736,0.0663251,0.02417,0.000110947,0.461973808
40-50-28,before,4.29E-05,0.0509233,0.00766,3.23E-05,0.640320209
40-50-28,before,5.27E-05,0.059187,0.00971,3.49E-05,0.531411821
40-50-28,before,0.00343181,0.586096,0.58914,0.002653709,0.157338313
40-50-28,before,0.000126371,0.0757015,0.02051,0.0001039,0.521109808
40-50-28,before,8.79E-06,0.0246569,0.00119,2.57E-06,0.761890045
40-50-28,before,0.000204392,0.0805118,0.03386,0.000162836,0.425889366
40-50-28,before,0.000397795,0.0824353,0.07134,0.000308276,0.309345723
40-50-28,before,5.16E-05,0.0473084,0.00915,3.55E-05,0.571058246
40-50-28,before,6.04E-05,0.0594382,0.01047,3.26E-05,0.471163123
40-50-28,before,2.42E-05,0.0388383,0.00439,1.37E-05,0.631281055
40-50-28,before,0.00105712,0.141286,0.17915,0.0008296,0.238330574
40-50-28,before,5.71E-05,0.0546049,0.00932,1.45E-05,0.308573914
40-50-28,before,4.40E-05,0.0426842,0.00928,3.07E-05,0.51105947
40-50-28,before,0.000197799,0.0721039,0.03611,0.000122945,0.331128587
40-50-28,before,8.79E-06,0.0267971,0.00097,1.20E-06,0.56207681
40-50-28,before,5.49E-06,0.0240317,0.00109,2.26E-06,0.763564824
40-50-28,before,8.13E-05,0.057606,0.01434,4.57E-05,0.431283892
40-50-28,before,9.01E-05,0.0608097,0.01907,7.37E-05,0.445761883
40-50-28,before,6.04E-05,0.0631363,0.01075,2.58E-05,0.392714344
40-50-28,before,0.000224172,0.0952562,0.03793,0.000134188,0.33417771
40-50-28,before,7.47E-05,0.0555992,0.01486,5.60E-05,0.476073721
40-50-28,before,4.29E-05,0.0413007,0.00803,2.17E-05,0.468389308
40-50-28,before,0.000149448,0.0790876,0.02571,0.000109378,0.430197785
40-50-28,before,0.00148789,0.353248,0.24873,0.001345396,0.236949681
40-50-28,before,4.51E-05,0.0673147,0.00815,1.93E-05,0.427448138
40-50-28,before,4.51E-05,0.057282,0.00838,3.44E-05,0.61004498
40-50-28,before,8.68E-05,0.0565439,0.01562,6.25E-05,0.48777569
40-50-28,before,5.93E-05,0.0468003,0.01202,3.80E-05,0.454635635
40-50-28,before,0.000958224,0.111633,0.1705,0.000770799,0.238444423
40-50-28,before,0.000110987,0.0630983,0.02017,8.77E-05,0.473239558
40-50-28,before,2.86E-05,0.0464387,0.00502,1.74E-05,0.646163027
40-50-28,before,0.000124174,0.0444301,0.02313,7.45E-05,0.370213047
40-50-28,before,1.76E-05,0.0396994,0.00341,1.18E-05,0.737006487
40-50-28,before,0.000135162,0.0597719,0.0251,9.30E-05,0.395536921
40-50-28,before,9.34E-05,0.0451881,0.01663,7.27E-05,0.506534355
40-50-28,before,1.54E-05,0.0263651,0.00304,9.61E-06,0.718980675
40-50-28,before,7.69E-06,0.0275357,0.00148,3.90E-06,0.809813121
40-50-28,before,0.00020659,0.103816,0.03704,0.000120199,0.317990309
40-50-28,before,7.91E-05,0.0587357,0.01337,4.05E-05,0.426489701
40-50-28,before,8.79E-05,0.0632721,0.01488,6.41E-05,0.520762527
40-50-28,before,0.000256039,0.0760253,0.04574,0.000203157,0.36537753
40-50-28,before,0.00212084,0.225569,0.36397,0.001640565,0.184819397
40-50-28,after,0.00633395,0.652684,1.08879,0.004833045,0.12696593
40-50-28,after,0.00153074,0.167698,0.26115,0.001145597,0.202744286
40-50-28,after,6.59E-06,0.0215179,0.00097,1.33E-06,0.604301515
40-50-28,after,8.24E-05,0.068579,0.01534,5.42E-05,0.4516482
40-50-28,after,0.000073625,0.0671676,0.01195,5.19E-05,0.562993015
40-50-28,after,0.00248897,0.215845,0.42207,0.002112552,0.188641768
40-50-28,after,0.00067801,0.258615,0.11526,0.000535659,0.276735076
40-50-28,after,0.000037362,0.0429501,0.00555,1.46E-05,0.520505648
40-50-28,after,2.20E-05,0.0603688,0.0032,4.61E-06,0.418583541
40-50-28,after,7.69E-05,0.0626306,0.01372,4.62E-05,0.454112884
40-50-28,after,0.000102196,0.0762838,0.01723,5.49E-05,0.405434862
40-50-28,after,7.69E-06,0.0333895,0.00154,3.73E-06,0.755209028
40-50-28,after,1.21E-05,0.0305381,0.0013,2.01E-06,0.591964701
40-50-28,after,2.97E-05,0.0280634,0.00386,6.81E-06,0.450237282
40-50-28,after,0.000163733,0.0698452,0.0298,0.000128128,0.412442463
40-50-28,after,0.000549441,0.165678,0.09667,0.000413132,0.277492774
40-50-28,after,2.86E-05,0.0556036,0.0041,5.55E-06,0.369763755
40-50-28,after,0.000349444,0.0852826,0.06262,0.000250174,0.306619358
40-50-28,after,0.000278017,0.109795,0.04993,0.000213327,0.345795946
40-50-28,after,0.000046153,0.0447685,0.00947,3.07E-05,0.500985878
40-50-28,after,1.10E-05,0.0333852,0.00221,4.64E-06,0.608585505
40-50-28,after,5.49E-06,0.0240272,0.00109,2.31E-06,0.775109382
40-50-28,after,0.000210985,0.0629678,0.04113,0.0001493,0.330900939
40-50-28,after,5.49E-06,0.024465,0.00052,6.69E-07,0.711130987
40-50-28,after,0.000018681,0.0405324,0.0036,8.43E-06,0.556439161
40-50-28,after,8.79E-06,0.0251633,0.00164,3.96E-06,0.73747125
40-50-28,after,7.14E-05,0.0525015,0.01322,4.57E-05,0.467611783
40-50-28,after,0.000362631,0.0800958,0.0673,0.000275647,0.304348427
40-50-28,after,0.00176151,0.210959,0.26248,0.00159767,0.251794328
40-50-28,after,1.76E-05,0.0349213,0.00353,7.55E-06,0.527196281
40-50-28,after,1.98E-05,0.0329385,0.00423,1.17E-05,0.58808844
40-50-28,after,2.97E-05,0.032211,0.00628,2.09E-05,0.583788784
40-50-28,after,0.000896687,0.16004,0.15679,0.000724117,0.248716656
40-50-28,after,8.57E-05,0.060349,0.01383,2.46E-05,0.295397448
40-50-28,after,0.000223073,0.108194,0.03754,0.000120209,0.313773089
40-50-28,after,6.81E-05,0.0485537,0.0128,3.80E-05,0.426766592
40-50-28,after,3.96E-05,0.0479071,0.00587,2.04E-05,0.615126537
40-50-28,after,2.09E-05,0.0441016,0.00428,1.22E-05,0.598454635
40-50-28,after,2.31E-05,0.0473651,0.00468,1.43E-05,0.609582701
40-50-28,after,3.08E-05,0.0382545,0.00678,1.99E-05,0.523841543
40-50-28,after,0.000184612,0.073577,0.03167,0.000132449,0.396766691
40-50-28,after,0.000204392,0.101132,0.0346,0.000161938,0.41524851
28-38-28,before,3.63E-05,0.0421328,0.0072,2.23E-05,0.531495942
28-38-28,before,0.000214282,0.102663,0.0341,0.000189212,0.467406782
28-38-28,before,6.15E-05,0.0462549,0.0118,4.38E-05,0.5093377
28-38-28,before,0.0253666,1.04785,3.9874,0.023034887,0.098186485
28-38-28,before,1.21E-05,0.0353327,0.0024,6.62E-06,0.710077877
28-38-28,before,4.94E-05,0.054067,0.0093,3.68E-05,0.574991018
28-38-28,before,0.000105493,0.0839316,0.0205,8.38E-05,0.451912553
28-38-28,before,0.000405487,0.216389,0.0701,0.000341311,0.336924926
28-38-28,before,0.000447245,0.162868,0.0759,0.000339011,0.309778899
28-38-28,before,5.49E-06,0.0199626,0.0006,4.88E-07,0.499444471
28-38-28,before,9.89E-05,0.111466,0.0175,7.94E-05,0.510308729
28-38-28,before,0.000120877,0.125505,0.0211,9.74E-05,0.485169888
28-38-28,before,2.09E-05,0.0353364,0.0043,1.37E-05,0.645144362
28-38-28,before,9.89E-06,0.0361738,0.0021,5.44E-06,0.711984583
28-38-28,before,0.000124174,0.100047,0.0209,0.000102147,0.505617825
28-38-28,before,0.00035384,0.176475,0.059,0.000304721,0.371165301
28-38-28,before,0.000367026,0.147331,0.0607,0.000309129,0.364241113
28-38-28,before,1.10E-05,0.0303877,0.0019,5.44E-06,0.786886535
28-38-28,before,0.000018681,0.0416852,0.0037,8.70E-06,0.552913501
28-38-28,before,2.20E-05,0.0526816,0.0042,1.56E-05,0.718045089
28-38-28,before,0.000114284,0.0699724,0.0178,9.26E-05,0.555988697
28-38-28,before,0.000261534,0.124739,0.0433,0.000221203,0.408498407
28-38-28,before,2.86E-05,0.048134,0.0054,1.51E-05,0.547444735
28-38-28,before,3.52E-05,0.0575843,0.0069,2.48E-05,0.596181197
28-38-28,before,0.000162634,0.107543,0.0295,0.000102437,0.358895026
28-38-28,before,0.000572517,0.214607,0.099,0.000485852,0.301891913
28-38-28,before,0.000675812,0.25316,0.1251,0.000613157,0.279002329
28-38-28,before,0.0027527,0.474225,0.4389,0.002184076,0.185479969
28-38-28,before,2.09E-05,0.0462729,0.0036,1.39E-05,0.778387311
28-38-28,before,1.54E-05,0.0360663,0.0032,9.61E-06,0.68296535
28-38-28,before,3.19E-05,0.0590261,0.0059,1.93E-05,0.589323954
28-38-28,before,0.000073625,0.0755489,0.0135,5.27E-05,0.503786045
28-38-28,before,6.59E-06,0.0230489,0.0008,1.34E-06,0.734573908
28-38-28,before,6.04E-05,0.070739,0.0102,4.32E-05,0.583991364
28-38-28,before,0.000027472,0.0462496,0.0048,1.96E-05,0.731995187
28-38-28,before,9.89E-06,0.0332267,0.002,4.65E-06,0.673373588
28-38-28,before,7.69E-06,0.0309513,0.0012,2.65E-06,0.772015703
28-38-28,before,0.000203293,0.127664,0.0339,0.000175176,0.44661612
28-38-28,before,0.000164832,0.0989653,0.0288,0.000133351,0.438283549
28-38-28,before,4.51E-05,0.0561302,0.0078,3.27E-05,0.633848679
28-38-28,before,0.00022637,0.135,0.038,0.00018411,0.411862548
28-38-28,before,0.0168524,1.27344,2.7173,0.014770219,0.107136592
28-38-28,before,1.21E-05,0.0299573,0.002,5.93E-06,0.792169165
28-38-28,before,6.37E-05,0.0645031,0.0107,3.05E-05,0.441474479
28-38-28,before,1.21E-05,0.0334131,0.0021,5.18E-06,0.689822695
28-38-28,before,0.000223073,0.0872574,0.0378,0.000193632,0.428196534
28-38-28,before,1.10E-05,0.0333936,0.0019,5.81E-06,0.822169056
28-38-28,before,4.07E-05,0.0575661,0.0072,3.05E-05,0.655257654
28-38-28,before,0.000209886,0.131142,0.0379,0.000178471,0.404473495
28-38-28,before,0.000164832,0.108599,0.0289,0.000134206,0.438632946
28-38-28,before,9.89E-06,0.0299586,0.0017,4.86E-06,0.816732156
28-38-28,before,2.53E-05,0.0478281,0.0043,1.65E-05,0.729834436
28-38-28,before,1.54E-05,0.0428162,0.0032,9.13E-06,0.660037102
28-38-28,before,4.51E-05,0.0606082,0.0079,2.72E-05,0.553510585
28-38-28,before,5.49E-06,0.0103193,0.0012,1.45E-06,0.516154614
28-38-28,before,6.59E-06,0.0290463,0.0013,2.72E-06,0.724695096
28-38-28,before,2.86E-05,0.0569163,0.0056,2.07E-05,0.651600075
28-38-28,before,0.00153294,0.313777,0.2467,0.001280918,0.231204263
28-38-28,before,3.96E-05,0.0545212,0.0065,1.48E-05,0.448256956
28-38-28,before,1.76E-05,0.0406377,0.003,1.07E-05,0.781399014
28-38-28,before,1.54E-05,0.0384468,0.0022,2.94E-06,0.45092349
28-38-28,before,7.91E-05,0.075302,0.0149,5.64E-05,0.477432345
28-38-28,before,0.000259336,0.115249,0.0443,0.000198719,0.371740336
28-38-28,before,1.32E-05,0.0386661,0.0025,7.81E-06,0.7612123
28-38-28,before,3.96E-05,0.0577643,0.0072,2.47E-05,0.569813328
28-38-28,before,0.000153843,0.0719029,0.0264,0.000121545,0.449474466
28-38-28,before,1.76E-05,0.0389309,0.0034,1.23E-05,0.758938886
28-38-28,before,2.20E-05,0.0482801,0.0041,1.42E-05,0.691657565
28-38-28,before,5.49E-06,0.024907,0.0008,1.57E-06,0.817855527
28-38-28,before,3.19E-05,0.0436228,0.0058,1.89E-05,0.590616761
28-38-28,before,0.000430761,0.13309,0.0738,0.000376363,0.341585162
28-38-28,before,5.49E-06,0.0249124,0.0008,1.49E-06,0.789189983
28-38-28,before,7.03E-05,0.0847328,0.0135,5.63E-05,0.526468332
28-38-28,before,9.45E-05,0.0929176,0.017,5.79E-05,0.425543521
28-38-28,before,8.68E-05,0.10321,0.0158,6.05E-05,0.471713921
28-38-28,before,6.59E-06,0.0271936,0.0011,2.62E-06,0.83589264
28-38-28,before,8.79E-06,0.0295457,0.0015,4.09E-06,0.824415897
28-38-28,before,0.00881522,1.00391,1.3792,0.007911026,0.13921266
28-38-28,before,2.20E-05,0.0376296,0.0044,1.32E-05,0.614753272
28-38-28,before,8.79E-06,0.0323117,0.0018,4.53E-06,0.735586746
28-38-28,before,6.59E-06,0.0241872,0.0013,2.99E-06,0.77174658
28-38-28,before,0.000228567,0.109815,0.0344,0.000204194,0.487476607
28-38-28,before,0.000140657,0.105021,0.0238,0.000120816,0.496580878
28-38-28,before,3.85E-05,0.0474053,0.0073,2.58E-05,0.579079714
28-38-28,before,1.21E-05,0.0305935,0.0018,5.00E-06,0.785719858
28-38-28,before,8.79E-06,0.0292205,0.0017,4.82E-06,0.811430822
28-38-28,before,0.000234062,0.0990456,0.0371,0.000200922,0.447159357
28-38-28,before,2.20E-05,0.0418433,0.0043,1.34E-05,0.633942189
28-38-28,before,2.31E-05,0.0457028,0.0041,1.26E-05,0.639603889
28-38-28,before,3.08E-05,0.0528027,0.005,1.07E-05,0.468549983
28-38-28,before,0.000230765,0.125755,0.0445,0.000197591,0.368667832
28-38-28,before,1.32E-05,0.0331062,0.0025,7.60E-06,0.747932893
28-38-28,before,1.32E-05,0.0316874,0.0023,6.54E-06,0.735246883
28-38-28,before,9.12E-05,0.0687761,0.0172,7.02E-05,0.47829732
28-38-28,before,1.65E-05,0.0406554,0.0035,1.07E-05,0.671813477
28-38-28,before,1.10E-05,0.0345566,0.002,6.05E-06,0.802413298
28-38-28,before,1.54E-05,0.0349419,0.0028,9.19E-06,0.757916236
28-38-28,before,1.54E-05,0.0365565,0.0028,9.38E-06,0.768058647
28-38-28,before,1.10E-05,0.0353058,0.0019,5.64E-06,0.806467077
28-38-28,before,2.42E-05,0.0440439,0.0045,1.55E-05,0.668156598
28-38-28,before,0.00155162,0.233164,0.2331,0.00144903,0.265660392
28-38-28,before,0.000027472,0.0540915,0.0052,1.92E-05,0.665881629
28-38-28,before,1.10E-05,0.0359092,0.0022,5.69E-06,0.70061656
28-38-28,before,7.69E-05,0.0726198,0.0123,6.18E-05,0.614442978
28-38-28,before,2.09E-05,0.0489275,0.0031,7.90E-06,0.618540891
28-38-28,before,0.00024505,0.121589,0.0404,0.00021701,0.432271276
28-38-28,before,2.64E-05,0.0564221,0.0041,1.02E-05,0.556282469
28-38-28,before,0.000224172,0.151959,0.039,0.000147128,0.345581203
28-38-28,before,2.53E-05,0.0515347,0.0044,1.06E-05,0.531313219
