sample,ftc,volume_mm3,breadth_mm3,surface_calc_area_mm3,surface_calc_vol_mm3,shape_factor
28-38-28,after,7.69E-06,0.0242662,0.0012,2.71E-06,0.782599013
28-38-28,after,0.00351862,0.450598,0.5674,0.003186042,0.184542249
28-38-28,after,1.21E-05,0.0363535,0.0017,2.23E-06,0.485164331
28-38-28,after,7.69E-06,0.0271936,0.0013,3.79E-06,0.904380368
28-38-28,after,1.43E-05,0.0439486,0.0022,5.93E-06,0.719891619
28-38-28,after,0.00013736,0.0808349,0.0238,7.91E-05,0.374290506
28-38-28,after,0.00192854,0.484173,0.3118,0.001656046,0.217098262
28-38-28,after,1.54E-05,0.036564,0.0029,9.14E-06,0.728933584
28-38-28,after,7.69E-05,0.0542532,0.0132,4.07E-05,0.433416951
28-38-28,after,0.000837347,0.199686,0.1343,0.000743336,0.2954824
28-38-28,after,5.49E-05,0.0775139,0.0091,4.16E-05,0.637578086
28-38-28,after,1.10E-05,0.0328081,0.0023,5.56E-06,0.659943152
28-38-28,after,7.69E-06,0.0276518,0.0011,2.33E-06,0.772226529
28-38-28,after,0.00011758,0.0739049,0.0209,5.03E-05,0.315261375
28-38-28,after,5.05E-05,0.0761097,0.0085,3.80E-05,0.643112055
28-38-28,after,1.65E-05,0.0461725,0.0026,4.80E-06,0.529062774
28-38-28,after,0.000207689,0.117666,0.0341,0.000172949,0.440225623
28-38-28,after,0.000121976,0.107454,0.0215,0.00010068,0.486788523
28-38-28,after,7.69E-06,0.0229076,0.0007,6.57E-07,0.522208176
28-38-28,after,4.84E-05,0.0680387,0.0081,3.29E-05,0.612894017
28-38-28,after,5.49E-06,0.0242157,0.0005,6.17E-07,0.700653007
28-38-28,after,0.000199996,0.127389,0.0352,0.000114008,0.323021119
28-38-28,after,9.89E-06,0.0319276,0.002,4.63E-06,0.671473457
28-38-28,after,0.000105493,0.113915,0.0183,2.96E-05,0.252988798
28-38-28,after,2.42E-05,0.0487707,0.0045,1.20E-05,0.563785271
28-38-28,after,5.38E-05,0.0704284,0.0103,3.57E-05,0.508760725
28-38-28,after,8.13E-05,0.0776593,0.0154,6.07E-05,0.485200192
28-38-28,after,6.04E-05,0.0799394,0.0119,4.57E-05,0.519796095
28-38-28,after,0.00122745,0.201836,0.1882,0.00111771,0.276747626
28-38-28,after,0.000792293,0.247662,0.1191,0.0007209,0.32645426
28-38-28,after,4.94E-05,0.0658078,0.009,3.27E-05,0.549018699
28-38-28,after,1.21E-05,0.0335892,0.0013,1.57E-06,0.502544459
28-38-28,after,2.20E-05,0.0482601,0.0036,8.54E-06,0.561355568
28-38-28,after,8.57E-05,0.064408,0.0146,6.83E-05,0.553207844
28-38-28,after,7.91E-05,0.123193,0.0139,3.92E-05,0.401673768
28-38-28,after,0.0147591,0.730085,2.32,0.01428449,0.122717349
28-38-28,after,1.76E-05,0.0380081,0.0035,1.01E-05,0.64444716
28-38-28,after,1.32E-05,0.0262752,0.0019,4.09E-06,0.650780874
28-38-28,after,4.18E-05,0.0731072,0.0072,3.07E-05,0.658270389
28-38-28,after,8.90E-05,0.0831793,0.016,5.74E-05,0.449510414
28-38-28,after,6.59E-06,0.0290481,0.0007,8.10E-07,0.600329152
28-38-28,after,0.00135932,0.322737,0.2128,0.001244344,0.262909444
28-38-28,after,0.00112196,0.244449,0.1783,0.001029829,0.276594138
28-38-28,after,0.000037362,0.0618908,0.0067,2.72E-05,0.652037874
28-38-28,after,8.79E-06,0.0258866,0.0017,4.29E-06,0.750894187
28-38-28,after,0.00217249,0.23124,0.3428,0.002117552,0.232630175
28-38-28,after,9.89E-06,0.0262345,0.0014,2.11E-06,0.567607058
28-38-28,after,5.49E-06,0.0249127,0.0008,1.28E-06,0.712810341
28-38-28,after,0.000141756,0.0861072,0.0233,0.000111552,0.480964656
28-38-28,after,4.18E-05,0.0605175,0.0079,2.86E-05,0.573055076
28-38-28,after,7.69E-06,0.0268408,0.0014,3.04E-06,0.72440055
28-38-28,after,0.000336258,0.176682,0.0553,0.00029962,0.391567203
28-38-28,after,0.000291203,0.168117,0.05,0.000222538,0.355181219
28-38-28,after,0.000430761,0.150502,0.073,0.000319069,0.309326959
28-38-28,after,1.76E-05,0.0491952,0.0033,8.58E-06,0.614130164
28-38-28,after,1.65E-05,0.0428057,0.0019,2.44E-06,0.46105701
28-38-28,after,2.09E-05,0.0524008,0.0035,1.02E-05,0.651158111
28-38-28,after,0.000165931,0.101457,0.0275,0.000120541,0.429115015
28-38-28,after,0.000136261,0.0816011,0.027,8.54E-05,0.347262032
28-38-28,after,7.47E-05,0.0949402,0.0154,5.88E-05,0.47457568
28-38-28,after,0.000198897,0.121635,0.035,0.000151449,0.392578908
28-38-28,after,0.000134063,0.0557031,0.0255,0.000101051,0.411437142
28-38-28,after,0.000112086,0.0769719,0.0186,8.64E-05,0.508289377
28-38-28,after,7.69E-06,0.0282382,0.0014,3.53E-06,0.801174415
28-38-28,after,3.41E-05,0.043432,0.0061,2.05E-05,0.593212534
28-38-28,after,2.53E-05,0.0538963,0.005,1.64E-05,0.62530181
28-38-28,after,0.000372521,0.146204,0.0669,0.000337936,0.350709324
28-38-28,after,0.000018681,0.0372554,0.0035,9.69E-06,0.627960358
28-38-28,after,0.000386806,0.148186,0.0662,0.000284036,0.315651853
28-38-28,after,0.00306698,0.458218,0.5284,0.002021282,0.14630954
28-38-28,after,7.69E-06,0.0264964,0.0009,9.74E-07,0.527987976
28-38-28,after,6.70E-05,0.0844784,0.0111,2.90E-05,0.411219258
28-38-28,after,3.63E-05,0.0750661,0.0076,2.32E-05,0.516877591
28-38-28,after,0.000148349,0.0855715,0.0247,0.000110203,0.450039416
28-38-28,after,8.79E-06,0.0292148,0.0017,4.93E-06,0.824534438
28-38-28,after,0.000123075,0.0705735,0.0214,9.48E-05,0.46995564
28-38-28,after,0.000215381,0.159423,0.0388,0.000161429,0.369522001
28-38-28,after,4.29E-05,0.0774951,0.0087,2.83E-05,0.515630243
28-38-28,after,6.59E-06,0.024913,0.0011,2.69E-06,0.851379597
28-38-28,after,4.84E-05,0.0618917,0.0091,2.69E-05,0.477218075
28-38-28,after,9.45E-05,0.0949518,0.0155,7.29E-05,0.544266177
28-38-28,after,1.43E-05,0.0398804,0.0027,8.37E-06,0.73861882
28-38-28,after,0.00011758,0.0778186,0.0184,9.35E-05,0.541418778
28-38-28,after,0.000230765,0.129633,0.0401,0.000196814,0.40804765
28-38-28,after,5.49E-06,0.0249129,0.001,2.12E-06,0.79723288
28-38-28,after,1.00E-04,0.120625,0.0191,6.48E-05,0.40836867
28-38-28,after,1.98E-05,0.0624563,0.0035,9.79E-06,0.632268803
28-38-28,after,8.79E-06,0.0323117,0.0018,4.58E-06,0.741240429
28-38-28,after,8.46E-05,0.0906759,0.0136,3.94E-05,0.411615354
28-38-28,after,1.43E-05,0.0389175,0.0027,8.48E-06,0.744827053
28-38-28,after,3.52E-05,0.0685356,0.0068,2.03E-05,0.529334191
28-38-28,after,5.49E-06,0.0240805,0.0007,1.07E-06,0.723532116
28-38-28,after,1.32E-05,0.0373734,0.0024,7.54E-06,0.775130915
28-38-28,after,1.65E-05,0.0423916,0.003,8.11E-06,0.650536651
28-38-28,after,5.71E-05,0.0475129,0.0098,3.32E-05,0.509647253
28-38-28,after,7.69E-06,0.0243905,0.0012,2.73E-06,0.78762584
28-38-28,after,7.69E-06,0.0245814,0.0009,9.45E-07,0.517305453
28-38-28,after,1.54E-05,0.0432785,0.0028,9.21E-06,0.759110043
28-38-28,after,5.49E-06,0.0220152,0.0008,1.29E-06,0.714531553
28-38-28,after,2.86E-05,0.0579815,0.0047,1.41E-05,0.601758582
28-38-28,after,0.000110987,0.0738299,0.0211,8.16E-05,0.431241257
28-38-28,after,0.000114284,0.102228,0.0216,8.96E-05,0.448213642
28-38-28,after,0.000180217,0.0722532,0.0303,0.000146859,0.444264506
28-38-28,after,0.000106591,0.0695763,0.0212,8.31E-05,0.434436858
28-38-28,after,0.000478013,0.245601,0.0871,0.000425679,0.314186466
28-38-28,after,9.89E-06,0.0380715,0.0014,2.32E-06,0.60455394
28-38-28,after,1.54E-05,0.0414191,0.0025,7.21E-06,0.72212508
28-38-28,after,0.000115383,0.0723286,0.0196,8.76E-05,0.486820716
28-38-28,after,1.54E-05,0.036516,0.0027,9.03E-06,0.776492959
28-38-28,after,1.65E-05,0.0287044,0.0031,1.05E-05,0.748572662
28-38-28,after,7.69E-06,0.0292205,0.0015,3.75E-06,0.778103127
28-38-28,after,0.000257138,0.152147,0.0415,0.000207692,0.408679349
28-38-28,after,2.64E-05,0.0576076,0.0042,9.63E-06,0.521172915
28-38-28,after,6.59E-06,0.0258394,0.0011,2.42E-06,0.792138992
28-38-28,after,1.32E-05,0.0354725,0.0025,8.34E-06,0.795227418
28-38-28,after,2.64E-05,0.0398121,0.0044,1.58E-05,0.691496282
28-38-28,after,0.00045164,0.160891,0.0808,0.000198189,0.203450706
28-38-28,after,5.60E-05,0.0791462,0.0093,2.37E-05,0.428529575
28-38-28,after,0.000027472,0.0527283,0.0049,1.83E-05,0.684600286
28-38-28,after,0.000018681,0.0362253,0.0034,1.28E-05,0.779909287
28-38-28,after,8.46E-05,0.107333,0.015,4.08E-05,0.38191248
28-38-28,after,0.00151206,0.317822,0.252,0.001402139,0.240405443
28-38-28,after,1.98E-05,0.0543023,0.0042,1.26E-05,0.623703703
28-38-28,after,0.000073625,0.0974461,0.0137,4.78E-05,0.464841965
28-38-28,after,8.90E-05,0.0913181,0.0164,6.15E-05,0.459580405
28-38-28,after,7.69E-06,0.023678,0.001,1.35E-06,0.589993333
28-38-28,after,4.84E-05,0.0742097,0.0084,3.37E-05,0.600342515
28-38-28,after,2.42E-05,0.0478765,0.0042,1.21E-05,0.608293138
28-38-28,after,0.00010769,0.110939,0.0187,5.43E-05,0.370839472
28-38-28,after,1.32E-05,0.0348824,0.0031,6.49E-06,0.54259458
28-38-28,after,4.18E-05,0.0574442,0.0073,2.78E-05,0.608104513
28-38-28,after,1.43E-05,0.0389863,0.0028,8.63E-06,0.726826906
28-38-28,after,0.000210985,0.115998,0.0366,0.000145158,0.364947201
28-38-28,after,6.59E-05,0.0629115,0.0116,3.51E-05,0.446782595
28-38-28,after,0.000178019,0.101508,0.0295,0.000148485,0.459674363
28-38-28,after,0.000323071,0.170531,0.0569,0.000196534,0.287296705
28-38-28,after,0.000214282,0.0819376,0.0401,0.000169604,0.36951299
28-38-28,after,2.53E-05,0.0416855,0.0042,1.35E-05,0.653230443
28-38-28,after,1.43E-05,0.0419137,0.0025,7.79E-06,0.760279847
28-38-28,after,7.47E-05,0.0918812,0.0122,3.72E-05,0.44184535
28-38-28,after,7.69E-06,0.0296011,0.0014,3.40E-06,0.780990449
28-38-28,after,7.80E-05,0.103626,0.0145,5.72E-05,0.495366688
28-38-28,after,0.000232963,0.124541,0.0427,0.00017427,0.353349519
28-38-28,after,0.000156041,0.117244,0.0246,0.000128413,0.500365833
28-38-28,after,3.52E-05,0.0616349,0.007,2.18E-05,0.539551221
28-38-28,after,1.43E-05,0.0279587,0.0029,6.85E-06,0.601273642
28-38-28,after,1.10E-05,0.0353405,0.0019,4.56E-06,0.700024197
28-38-28,after,6.59E-06,0.0241856,0.0012,2.95E-06,0.828400829
28-38-28,after,1.32E-05,0.0392973,0.0019,5.29E-06,0.772803527
28-38-28,after,2.97E-05,0.0604984,0.0057,1.85E-05,0.594375264
28-38-28,after,0.000106591,0.0851367,0.018,8.12E-05,0.503691132
28-38-28,after,9.67E-05,0.0944592,0.0164,5.95E-05,0.449231289
28-38-28,after,1.32E-05,0.0277411,0.002,5.22E-06,0.727305564
28-38-28,after,0.000037362,0.052735,0.0061,2.56E-05,0.688682442
28-38-28,after,0.000310983,0.18608,0.0536,0.000258706,0.366317261
28-38-28,after,2.64E-05,0.0415444,0.0045,1.43E-05,0.632373685
28-38-28,after,8.46E-05,0.103183,0.0142,4.78E-05,0.448566332
28-38-28,after,2.86E-05,0.0460099,0.0047,1.19E-05,0.536888942
28-38-28,after,5.93E-05,0.0658699,0.0106,3.74E-05,0.509913
28-38-28,after,4.51E-05,0.0575153,0.0084,2.80E-05,0.530325055
28-38-28,after,3.96E-05,0.0552936,0.0085,2.90E-05,0.537339133
28-38-28,after,5.49E-06,0.0209882,0.0007,9.57E-07,0.671107567
28-38-28,after,2.42E-05,0.0476872,0.0044,1.39E-05,0.636445261
28-38-28,after,8.79E-06,0.0268408,0.0018,4.25E-06,0.704541477
28-38-28,after,0.000224172,0.117005,0.039055,0.000197,0.419229305
28-38-12,before,0.000103295,0.0638933,0.019924,0.000075,0.431666587
28-38-12,before,6.59E-06,0.0333895,0.001301,0.000003,0.773192556
28-38-12,before,0.0160008,1.13235,2.440571,0.015262,0.121917761
28-38-12,before,2.31E-05,0.0386862,0.004443,0.000015,0.662016251
28-38-12,before,1.10E-05,0.0367318,0.002151,0.000006,0.742354276
28-38-12,before,0.000494497,0.23404,0.091541,0.000458,0.313890947
28-38-12,before,0.000163733,0.0750799,0.029313,0.000136,0.436297906
28-38-12,before,1.21E-05,0.0331103,0.002095,0.000006,0.762197636
28-38-12,before,0.000259336,0.0776721,0.04292,0.000196,0.380185129
28-38-12,before,1.21E-05,0.0393059,0.002448,0.000007,0.722888647
28-38-12,before,0.000046153,0.0520768,0.008793,0.000034,0.57720887
28-38-12,before,0.00470761,0.526768,0.740097,0.004431,0.176277405
28-38-12,before,0.00154393,0.336366,0.238176,0.001449,0.259995033
28-38-12,before,0.000198897,0.117132,0.03434,0.000125,0.352065802
28-38-12,before,0.00296918,0.374477,0.454048,0.00275,0.209059939
28-38-12,before,0.000105493,0.110201,0.017545,0.000084,0.528668713
28-38-12,before,5.49E-06,0.0249092,0.000819,0.000002,0.937317847
28-38-12,before,2.09E-05,0.0486132,0.003632,0.00001,0.618023446
28-38-12,before,0.000197799,0.0916694,0.039415,0.000158,0.358586541
28-38-12,before,0.0052999,0.693217,0.906116,0.005148,0.159120457
28-38-12,before,9.45E-05,0.0681601,0.017199,0.000079,0.517685088
28-38-12,before,0.0035318,0.650577,0.579745,0.003083,0.176697117
28-38-12,before,0.00327576,0.27051,0.485163,0.003091,0.211509131
28-38-12,before,0.00046153,0.130917,0.078208,0.000373,0.320409585
28-38-12,before,0.00028461,0.107331,0.044972,0.000249,0.425606404
28-38-12,before,1.21E-05,0.0375475,0.00216,0.000006,0.739261133
28-38-12,before,0.000920862,0.238459,0.144457,0.000847,0.299686933
28-38-12,before,8.79E-06,0.0206386,0.001888,0.000005,0.748966059
28-38-12,before,0.000131866,0.099753,0.024292,0.000096,0.417383241
28-38-12,before,1.43E-05,0.0420089,0.001871,0.000002,0.410295733
28-38-12,before,7.25E-05,0.0863934,0.012307,0.000058,0.588776661
28-38-12,before,8.79E-06,0.0265458,0.001406,0.000003,0.71545058
28-38-12,before,1.76E-05,0.0472253,0.002719,0.000007,0.650839062
28-38-12,before,9.89E-06,0.0308249,0.002028,0.000005,0.697262288
28-38-12,before,6.59E-06,0.0283917,0.00133,0.000003,0.756333471
28-38-12,before,5.27E-05,0.0667315,0.009257,0.000027,0.470171576
28-38-12,before,6.59E-06,0.0270934,0.001067,0.000003,0.942758684
28-38-12,before,4.07E-05,0.0454046,0.006817,0.000019,0.505118449
28-38-12,before,0.000673614,0.203372,0.108547,0.000566,0.304843721
28-38-12,before,0.000564825,0.115366,0.093389,0.000492,0.322724399
28-38-12,before,0.000119778,0.1082,0.020995,0.00007,0.391231312
28-38-12,before,6.37E-05,0.0926564,0.010304,0.000034,0.49256576
28-38-12,before,1.65E-05,0.0332878,0.00288,0.00001,0.779396235
28-38-12,before,3.30E-05,0.0407853,0.004891,0.000007,0.361813823
28-38-12,before,1.32E-05,0.0344874,0.001578,0.000002,0.486478655
28-38-12,before,6.59E-06,0.0270426,0.001059,0.000003,0.949880563
28-38-12,before,0.000146151,0.0658903,0.024557,0.00012,0.479103833
28-38-12,before,1.21E-05,0.0267971,0.001329,0.000001,0.363880802
28-38-12,before,6.59E-06,0.0270426,0.001059,0.000003,0.949880563
28-38-12,before,5.49E-06,0.0103193,0.001241,0.000002,0.618584462
28-38-12,before,3.85E-05,0.0484074,0.007183,0.000025,0.575623166
28-38-12,before,0.000292302,0.0832348,0.047687,0.000241,0.392731272
28-38-12,before,0.000115383,0.0914288,0.018504,0.000091,0.528744788
28-38-12,before,9.89E-06,0.0319811,0.00164,0.000004,0.743042413
28-38-12,before,0.000201095,0.0995753,0.032348,0.000171,0.460575427
28-38-12,before,0.00405927,0.521255,0.639205,0.003765,0.183099552
28-38-12,before,5.49E-06,0.024913,0.000944,0.000001,0.512285579
28-38-12,before,0.000484607,0.172304,0.073454,0.000442,0.38201773
28-38-12,before,7.69E-05,0.0657259,0.013209,0.000034,0.384237837
28-38-12,before,0.0280841,2.32914,4.304057,0.026267,0.099284113
28-38-12,before,7.03E-05,0.0647106,0.013389,0.000053,0.509627939
28-38-12,before,0.000139558,0.0568795,0.027574,0.000103,0.385368166
28-38-12,before,0.0133305,1.44636,2.06729,0.012666,0.127108827
28-38-12,before,0.000639549,0.188083,0.105311,0.000404,0.25095622
28-38-12,before,5.27E-05,0.0531424,0.009769,0.000038,0.559529617
28-38-12,before,0.00012747,0.106003,0.021384,0.000106,0.506522905
28-38-12,before,4.94E-05,0.0716463,0.008326,0.00002,0.427957901
28-38-12,before,8.68E-05,0.0658904,0.015112,0.000045,0.404859053
28-38-12,before,9.89E-06,0.0366752,0.002004,0.000005,0.705612735
28-38-12,before,5.49E-05,0.0476589,0.009966,0.00004,0.567548834
28-38-12,before,0.00419553,0.4536,0.659379,0.003865,0.180626727
28-38-12,before,7.69E-06,0.0348486,0.00116,0.000002,0.661778722
28-38-12,before,7.69E-06,0.0281914,0.001508,0.000004,0.808083261
28-38-12,before,0.000179118,0.0979193,0.030211,0.000127,0.404440685
28-38-12,before,0.00014725,0.117503,0.025705,0.000126,0.472839279
28-38-12,before,1.10E-05,0.0412682,0.001465,0.000002,0.524002264
28-38-12,before,0.000936247,0.265173,0.139704,0.000819,0.303015296
28-38-12,before,0.000246149,0.116198,0.043055,0.000107,0.253152983
28-38-12,before,0.000126371,0.0886926,0.025154,0.000104,0.425173277
28-38-12,before,0.000064834,0.0457875,0.011147,0.000038,0.490360171
28-38-12,before,1.10E-05,0.0476964,0.001703,0.000003,0.590677343
28-38-12,before,7.69E-05,0.0725086,0.015428,0.000063,0.496289241
28-38-12,before,4.94E-05,0.0685088,0.00827,0.000035,0.625687259
28-38-12,before,0.000130767,0.0939372,0.023882,0.000109,0.46205935
28-38-12,before,6.59E-06,0.0333925,0.000698,0.000001,0.692833218
28-38-12,before,0.000158239,0.104253,0.025984,0.000133,0.484930177
28-38-12,before,4.18E-05,0.0535874,0.007172,0.00003,0.651015527
28-38-12,before,2.09E-05,0.0425859,0.003499,0.000011,0.683599871
28-38-12,before,9.89E-06,0.0310099,0.001628,0.000004,0.748519384
28-38-12,before,5.05E-05,0.0644363,0.009868,0.000033,0.504193927
28-38-12,before,1.21E-05,0.0324116,0.002561,0.000006,0.623508023
28-38-12,before,0.00072636,0.173628,0.110944,0.000656,0.329091146
28-38-12,before,1.98E-05,0.0653208,0.003646,0.000008,0.530551384
28-38-12,before,1.76E-05,0.0430802,0.003371,0.000011,0.709556793
28-38-12,before,6.59E-06,0.0289619,0.000842,0.000001,0.574343927
28-38-12,before,4.40E-05,0.0478381,0.007161,0.00003,0.652015551
28-38-12,before,7.69E-06,0.0281907,0.001219,0.000003,0.825203869
28-38-12,before,0.000163733,0.102779,0.029969,0.000139,0.433000508
28-38-12,before,0.00032417,0.10406,0.054511,0.000242,0.344516653
28-38-12,before,2.09E-05,0.0388323,0.003766,0.00001,0.596033233
28-38-12,before,5.49E-06,0.0309579,0.000955,0.000002,0.803835934
28-38-12,before,0.000302192,0.122379,0.046003,0.000264,0.432614018
28-38-12,before,0.0014703,0.232479,0.224316,0.001369,0.265802771
28-38-12,before,1.43E-05,0.0360663,0.003024,0.000009,0.691932947
28-38-12,before,0.000306588,0.113349,0.05004,0.00027,0.403716035
28-38-12,before,0.000231864,0.0990412,0.037001,0.000196,0.441002831
28-38-12,before,0.000150547,0.112792,0.024493,0.000127,0.498859166
28-38-12,before,1.65E-05,0.0382053,0.003426,0.000008,0.564620649
28-38-12,before,0.00380652,0.3178,0.56819,0.003635,0.201214905
28-38-12,before,0.00051098,0.197809,0.090303,0.00047,0.323728189
28-38-12,before,0.000442849,0.12278,0.067948,0.000393,0.381858516
28-38-12,before,0.000234062,0.120638,0.041359,0.00015,0.330097018
28-38-12,before,1.54E-05,0.0447564,0.002045,0.000003,0.49189414
28-38-12,before,6.15E-05,0.0912454,0.010923,0.000046,0.568391287
28-38-12,before,9.89E-06,0.035144,0.001495,0.000004,0.815110072
28-38-12,before,6.59E-06,0.0270426,0.001058,0.000003,0.95077837
28-38-12,before,0.00644823,0.666065,1.052837,0.005556,0.144089105
28-38-12,before,0.000213183,0.0892407,0.035545,0.000122,0.334666437
28-38-12,before,1.10E-05,0.0354525,0.002167,0.000006,0.736873118
28-38-12,before,7.91E-05,0.0615419,0.013614,0.000059,0.538352068
28-38-12,before,3.19E-05,0.0488668,0.005246,0.000022,0.72377619
28-38-12,before,0.000164832,0.0713574,0.029612,0.000122,0.401719522
28-38-12,before,0.000126371,0.112933,0.022766,0.000094,0.439153109
28-38-12,before,3.85E-05,0.0388612,0.007522,0.000023,0.519959303
28-38-12,before,1.21E-05,0.0353967,0.002156,0.000006,0.740632675
28-38-12,before,0.000384608,0.105224,0.062149,0.000327,0.369330478
28-38-12,before,0.000243952,0.0970703,0.044991,0.0002,0.367602516
28-38-12,before,0.000347246,0.103313,0.05804,0.000294,0.368401685
28-38-12,before,8.79E-06,0.0352692,0.001554,0.000004,0.784163164
28-38-12,before,4.18E-05,0.0568172,0.007707,0.000022,0.492659906
28-38-12,before,1.10E-05,0.0320706,0.0017,0.000003,0.591719715
28-38-12,before,0.00384938,0.492233,0.579822,0.003647,0.197611983
28-38-12,before,8.79E-06,0.0323598,0.001624,0.000004,0.750363028
28-38-12,before,1.32E-05,0.0444677,0.002389,0.000005,0.591899506
28-38-12,before,6.70E-05,0.0927553,0.013625,0.000047,0.462252766
28-38-12,before,1.43E-05,0.0323117,0.003011,0.000007,0.587722155
28-38-12,before,0.0010802,0.159885,0.179721,0.000785,0.228980449
28-38-12,before,3.30E-05,0.0427359,0.005855,0.000022,0.648493577
28-38-12,before,5.82E-05,0.0585248,0.010449,0.000039,0.532254244
28-38-12,before,0.000523067,0.105833,0.091341,0.000291,0.232495038
28-38-12,before,2.42E-05,0.0469531,0.004436,0.000015,0.663060912
28-38-12,before,0.000904379,0.247997,0.149225,0.000727,0.262018613
28-38-12,before,0.00146591,0.245886,0.234224,0.001233,0.23740769
28-38-12,before,3.85E-05,0.0527092,0.006331,0.000025,0.65308817
28-38-12,before,0.000204392,0.0805569,0.036036,0.000156,0.388893435
28-38-12,before,3.30E-05,0.0569879,0.006052,0.000024,0.664853613
28-38-12,before,0.00142855,0.2618,0.211593,0.001345,0.278482356
28-38-12,before,4.07E-05,0.0679091,0.006486,0.000015,0.453490318
28-38-12,before,0.000112086,0.0928772,0.018416,0.000092,0.535156375
28-38-12,before,0.00152085,0.274664,0.229649,0.001424,0.26653826
28-38-12,before,0.00012747,0.105897,0.020865,0.000089,0.462018189
28-38-12,before,0.00040219,0.181377,0.062597,0.000345,0.380023104
28-38-12,before,0.000843941,0.142467,0.136545,0.000664,0.269558921
28-38-12,before,1.21E-05,0.035223,0.002573,0.000007,0.687769689
28-38-12,before,7.69E-06,0.0295523,0.001072,0.000002,0.716103841
28-38-12,before,9.12E-05,0.0852012,0.017158,0.000072,0.487797
28-38-12,before,0.000951631,0.128471,0.165286,0.000771,0.246008987
28-38-12,before,0.000515375,0.121767,0.088926,0.000399,0.294738791
28-38-12,before,0.000262633,0.100842,0.043209,0.000226,0.415255636
28-38-12,before,0.000113185,0.0856806,0.021199,0.000091,0.461526183
28-38-12,before,0.000395597,0.125262,0.068645,0.000349,0.349214418
28-38-12,before,0.000740646,0.243948,0.128823,0.000693,0.293976674
28-38-12,before,0.000758228,0.186045,0.129746,0.000614,0.269258276
28-38-12,before,0.00016703,0.096731,0.029738,0.000134,0.425835862
28-38-12,before,1.54E-05,0.0402482,0.003376,0.000008,0.572982922
28-38-12,before,8.90E-05,0.0611366,0.016411,0.000065,0.476384896
28-38-12,before,7.69E-06,0.0250691,0.001124,0.000001,0.430246963
28-38-12,before,0.000169228,0.108111,0.032,0.000142131,0.411585071
28-38-12,after,0.000115383,0.0638561,0.0228,8.39E-05,0.406345026
28-38-12,after,0.00591308,0.424431,0.8639,0.005824903,0.181222908
28-38-12,after,0.00222084,0.340186,0.3359,0.002018605,0.229954371
28-38-12,after,0.000379114,0.211572,0.0702,0.000348385,0.341077564
28-38-12,after,0.00663175,0.440004,1.0257,0.006228534,0.159607873
28-38-12,after,0.00575374,0.589295,0.863,0.005546209,0.175578299
28-38-12,after,0.00129998,0.308586,0.1958,0.00122544,0.282834805
28-38-12,after,0.000140657,0.107113,0.0224,0.000115977,0.513434613
28-38-12,after,0.000201095,0.0753277,0.0342,0.000106205,0.317119033
28-38-12,after,0.00289775,0.257372,0.4338,0.002725871,0.217536142
28-38-12,after,0.0255622,2.23664,3.8927,0.023419855,0.101692594
28-38-12,after,0.000174722,0.0600457,0.0335,0.000117759,0.346817458
28-38-12,after,0.00151646,0.24513,0.2426,0.001359488,0.244630239
28-38-12,after,0.000838446,0.22248,0.1321,0.000780059,0.31021754
28-38-12,after,5.49E-06,0.0241583,0.0008,1.62E-06,0.83534256
28-38-12,after,3.96E-05,0.0737571,0.0073,2.54E-05,0.572804026
28-38-12,after,6.59E-06,0.0245361,0.0008,1.54E-06,0.806826881
28-38-12,after,8.79E-06,0.0242368,0.0013,3.09E-06,0.788391253
28-38-12,after,0.000538452,0.164096,0.0872,0.000467778,0.334190471
28-38-12,after,6.59E-06,0.0333925,0.0007,7.51E-07,0.570935015
28-38-12,after,0.000175821,0.0961194,0.0298,0.000144636,0.447147892
28-38-12,after,3.08E-05,0.0390889,0.0057,1.77E-05,0.576130028
28-38-12,after,7.80E-05,0.0794859,0.0145,5.24E-05,0.467019944
28-38-12,after,8.79E-06,0.0278894,0.0014,2.68E-06,0.666924028
28-38-12,after,1.76E-05,0.0372177,0.0018,2.06E-06,0.434511655
28-38-12,after,0.000508782,0.112496,0.09,0.000393645,0.288610083
28-38-12,after,0.0113262,0.856554,1.7673,0.010854266,0.134144896
28-38-12,after,0.00270215,0.542327,0.4196,0.002519224,0.213382998
28-38-12,after,0.000257138,0.140542,0.0517,0.000232349,0.35352598
28-38-12,after,0.000131866,0.0847724,0.024,0.000100063,0.434299919
28-38-12,after,1.21E-05,0.044359,0.0023,6.00E-06,0.694468409
28-38-12,after,2.09E-05,0.0488854,0.0034,8.56E-06,0.595303195
28-38-12,after,0.0158085,1.07117,2.4135,0.014895247,0.121302186
28-38-12,after,0.0040285,0.44568,0.6455,0.003542961,0.174113359
28-38-12,after,6.59E-05,0.0951168,0.0129,5.17E-05,0.519994124
28-38-12,after,1.21E-05,0.0282184,0.0022,4.56E-06,0.604309758
28-38-12,after,0.000234062,0.0771843,0.042,0.00017888,0.365546075
28-38-12,after,6.37E-05,0.0908516,0.0109,4.72E-05,0.579578232
28-38-12,after,0.00154942,0.302867,0.2443,0.001443049,0.252783046
28-38-12,after,5.82E-05,0.0629354,0.0104,3.71E-05,0.517211654
28-38-12,after,0.000424168,0.177863,0.0801,0.000377131,0.315147081
28-38-12,after,4.07E-05,0.0650536,0.008,2.99E-05,0.582272198
28-38-12,after,0.00022637,0.0811812,0.0386,0.000167465,0.380638428
